course_code,course_name,credits,grade,semester
BUS251,Business Communication,3,F,Spring2021
MKT202,Introduction to Marketing,3,F,Spring2021
ECO101,Intro to Microeconomics,3,D+,Spring2021
MIS107,Introduction to Computers,3,D+,Spring2021
ECO104,Intro to Macroeconomics,3,C-,Summer2021
BUS251,Business Communication,3,D,Summer2021
LAW200,Legal Environment of Business,3,I,Summer2021
ACT201,Intro to Financial Accounting,3,C-,Fall2021
MKT202,Introduction to Marketing,3,C-,Fall2021
MIS207,Management Information Systems,3,C-,Spring2022
LAW200,Legal Environment of Business,3,D,Spring2022
ACT202,Intro to Managerial Accounting,3,D+,Summer2022
MGT368,Entrepreneurship,3,I,Summer2022
INB372,International Business,3,D,Summer2022
MGT212,Principles of Management,3,F,Summer2022
MGT212,Principles of Management,3,I,Fall2022
BEN205,Bengali Literature,3,I,Fall2022
MGT368,Entrepreneurship,3,F,Spring2023
PHI401,Ethics / Philosophy,3,D,Spring2023
ENG115,English Literature,3,D+,Summer2023
BEN205,Bengali Literature,3,F,Summer2023
