course_code,course_name,credits,grade,semester
PHY107L,Physics I Lab,1,C-,Spring2021
CEE110,Engineering Drawing,1,A-,Spring2021
CSE331L,Microprocessor Interfacing Lab,1,B+,Spring2021
BIO103,Biology I,3,A,Spring2021
BIO103L,Biology I Lab,1,B+,Spring2021
CSE425,Concepts of Programming Languages,3,B-,Spring2021
MAT125,Linear Algebra,3,A,Summer2021
CSE327,Software Engineering,3,C+,Summer2021
CSE299,Junior Design Project,1,B,Summer2021
ENG111,Public Speaking,3,C+,Summer2021
EEE141L,Electrical Circuits I Lab,1,C-,Fall2021
CSE101,Introduction to Python Programming,3,B,Fall2021
HIS101,Bangladesh History,3,A,Fall2021
EEE111,Analog Electronics I,3,A,Fall2021
EEE111L,Analog Electronics I Lab,1,B+,Fall2021
ENG105,Advanced Composition,3,C+,Fall2021
PHI104,Introduction to Ethics,3,B,Spring2022
CSE311L,Database Management Systems Lab,1,B+,Spring2022
EEE141,Electrical Circuits I,3,B-,Spring2022
PHY108L,Physics II Lab,1,C,Spring2022
CSE225L,Data Structures & Algorithms Lab,1,A-,Spring2022
ECO348,Mathematical Economics,3,A-,Summer2022
MKT202,Introduction to Marketing,3,A,Summer2022
ECO204,Intermediate Macroeconomics,3,A,Summer2022
MIS207,Management Information Systems,3,A,Summer2022
ECO304,International Economics,3,B-,Fall2022
ECO301,Monetary Economics,3,B+,Fall2022
MGT212,Principles of Management,3,A-,Fall2022
PHI401,Ethics / Philosophy,3,A-,Fall2022
ECO460,International Trade,3,F,Fall2022
ECO201,Intermediate Microeconomics,3,C-,Spring2023
ECO328,Econometrics,3,C,Spring2023
ACT201,Intro to Financial Accounting,3,F,Spring2023
ECO410,Development Economics,3,D+,Spring2023
INB372,International Business,3,D+,Summer2023
ECO244,Economic Development,3,D,Summer2023
ECO317,Public Economics,3,A,Summer2023
ECO460,International Trade,3,B-,Summer2023
ECO415,Public Finance,3,C+,Fall2023
BUS251,Business Communication,3,A-,Fall2023
ACT201,Intro to Financial Accounting,3,C+,Fall2023
ECO441,Labor Economics,3,B+,Spring2024
ECO354,Advanced Microeconomics,3,D+,Spring2024
ACT202,Intro to Managerial Accounting,3,B,Spring2024
MGT368,Entrepreneurship,3,A-,Spring2024
MIS107,Introduction to Computers,3,C,Summer2024
LAW200,Legal Environment of Business,3,B-,Summer2024
ECO450,Game Theory,3,D+,Summer2024
ECO101,Intro to Microeconomics,3,B-,Summer2024
ECO104,Intro to Macroeconomics,3,A,Fall2024
