course_code,course_name,credits,grade,semester
ACT201,Intro to Financial Accounting,3,B+,Summer2021
MKT202,Introduction to Marketing,3,C,Summer2021
ENG103,Intermediate Composition,3,C,Summer2021
ECO101,Intro to Microeconomics,3,A,Fall2021
BUS251,Business Communication,3,B+,Fall2021
MIS107,Introduction to Computers,3,W,Spring2022
LAW200,Legal Environment of Business,3,D,Spring2022
ECO104,Intro to Macroeconomics,3,W,Spring2022
MGT212,Principles of Management,3,B,Summer2022
ACT202,Intro to Managerial Accounting,3,C+,Summer2022
MIS107,Introduction to Computers,3,W,Summer2022
INB372,International Business,3,A,Summer2022
MIS107,Introduction to Computers,3,C+,Fall2022
ECO104,Intro to Macroeconomics,3,B,Fall2022
ENG115,English Literature,3,A,Spring2023
MGT368,Entrepreneurship,3,C,Spring2023
ENG105,Advanced Composition,3,D,Spring2023
PHI401,Ethics / Philosophy,3,W,Spring2023
MIS207,Management Information Systems,3,W,Summer2023
POL104,Political Science,3,C,Summer2023
SOC101,Intro to Sociology,3,B+,Fall2023
MIS207,Management Information Systems,3,F,Fall2023
ANT101,Anthropology,3,W,Fall2023
PBH101,Public Health,3,W,Spring2024
ENV107,Environmental Science,3,W,Spring2024
PHI401,Ethics / Philosophy,3,D,Spring2024
BIO103,Biology I,3,A,Spring2024
BIO103L,Biology I Lab,1,W,Spring2024
HIS102,World Civilization,3,D,Summer2024
HIS101,Bangladesh History,3,A,Summer2024
MIS207,Management Information Systems,3,C,Summer2024
HIS103,History of South Asia,3,B+,Summer2024
