course_code,course_name,credits,grade,semester
ECO101,Intro to Microeconomics,3,D+,Fall2019
ECO104,Intro to Macroeconomics,3,F,Spring2020
MKT202,Introduction to Marketing,3,D,Spring2020
MIS107,Introduction to Computers,3,D,Spring2020
BUS251,Business Communication,3,I,Summer2020
BUS251,Business Communication,3,I,Fall2020
LAW200,Legal Environment of Business,3,I,Fall2020
ACT201,Intro to Financial Accounting,3,C-,Spring2021
LAW200,Legal Environment of Business,3,D,Summer2021
ECO104,Intro to Macroeconomics,3,F,Summer2021
ACT202,Intro to Managerial Accounting,3,F,Fall2021
ACT202,Intro to Managerial Accounting,3,I,Spring2022
ACT202,Intro to Managerial Accounting,3,C-,Summer2022
ECO104,Intro to Macroeconomics,3,D,Summer2022
MIS207,Management Information Systems,3,F,Fall2022
INB372,International Business,3,D+,Fall2022
BUS251,Business Communication,3,D,Spring2023
MIS207,Management Information Systems,3,D,Spring2023
