course_code,course_name,credits,grade,semester
MKT202,Introduction to Marketing,3,C,Fall2020
ACT201,Intro to Financial Accounting,3,B+,Fall2020
BUS251,Business Communication,3,C,Fall2020
ACT202,Intro to Managerial Accounting,3,B+,Spring2021
ECO101,Intro to Microeconomics,3,B,Spring2021
MIS207,Management Information Systems,3,B+,Spring2021
MIS107,Introduction to Computers,3,A-,Spring2021
LAW200,Legal Environment of Business,3,D,Summer2021
ECO104,Intro to Macroeconomics,3,B,Summer2021
MGT368,Entrepreneurship,3,B-,Fall2021
BEN205,Bengali Literature,3,B,Fall2021
MGT212,Principles of Management,3,C+,Fall2021
POL104,Political Science,3,C,Spring2022
PHI401,Ethics / Philosophy,3,D+,Spring2022
PAD201,Public Administration,3,A,Spring2022
SOC101,Intro to Sociology,3,A-,Spring2022
ENV107,Environmental Science,3,D,Summer2022
INB372,International Business,3,C+,Summer2022
HIS101,Bangladesh History,3,C,Fall2022
HIS102,World Civilization,3,W,Fall2022
INB400,International Trade and Finance,3,B-,Spring2023
INB480,Global Business Strategy,3,W,Spring2023
HIS205,Modern History,3,D+,Spring2023
HIS102,World Civilization,3,B-,Spring2023
