course_code,course_name,credits,grade,semester
ENG103,Intermediate Composition,3,C+,Fall2020
MIS107,Introduction to Computers,3,W,Fall2020
LAW200,Legal Environment of Business,3,B+,Fall2020
MKT202,Introduction to Marketing,3,C,Fall2020
ACT201,Intro to Financial Accounting,3,F,Fall2020
BUS251,Business Communication,3,A,Spring2021
ECO101,Intro to Microeconomics,3,D,Spring2021
MIS107,Introduction to Computers,3,F,Spring2021
INB372,International Business,3,B-,Spring2021
MGT212,Principles of Management,3,A,Spring2021
ENG105,Advanced Composition,3,B-,Summer2021
MGT368,Entrepreneurship,3,B+,Summer2021
ECO104,Intro to Macroeconomics,3,B,Summer2021
ACT201,Intro to Financial Accounting,3,B,Summer2021
MIS107,Introduction to Computers,3,C,Summer2021
BEN205,Bengali Literature,3,D,Fall2021
ENG115,English Literature,3,C+,Fall2021
MIS207,Management Information Systems,3,C-,Fall2021
PAD201,Public Administration,3,F,Spring2022
POL101,Intro to Political Science,3,B+,Spring2022
ACT202,Intro to Managerial Accounting,3,B,Spring2022
ANT101,Anthropology,3,D+,Summer2022
SOC101,Intro to Sociology,3,B,Summer2022
PHI401,Ethics / Philosophy,3,C-,Summer2022
ENV107,Environmental Science,3,C+,Fall2022
ENV107L,Environmental Science Lab,1,C+,Fall2022
CHE101,Chemistry I,3,A,Fall2022
CHE101L,Chemistry I Lab,1,B-,Fall2022
PHY107,Physics I,3,B,Fall2022
PHY107L,Physics I Lab,1,C-,Fall2022
PBH101,Public Health,3,B-,Fall2022
HIS101,Bangladesh History,3,C-,Fall2022
HIS205,Modern History,3,D,Spring2023
HIS102,World Civilization,3,C+,Spring2023
HIS103,History of South Asia,3,A-,Spring2023
ACT310,Intermediate Accounting I,3,F,Spring2023
