course_code,course_name,credits,grade,semester
ACT201,Intro to Financial Accounting,3,A-,Spring2021
ENG103,Intermediate Composition,3,A,Spring2021
MKT202,Introduction to Marketing,3,B,Summer2021
MIS107,Introduction to Computers,3,B+,Summer2021
ECO101,Intro to Microeconomics,3,B+,Summer2021
BUS251,Business Communication,3,C+,Fall2021
ECO104,Intro to Macroeconomics,3,C,Fall2021
INB372,International Business,3,B+,Spring2022
ACT202,Intro to Managerial Accounting,3,A,Spring2022
MIS207,Management Information Systems,3,C+,Spring2022
LAW200,Legal Environment of Business,3,T,Summer2022
MGT212,Principles of Management,3,A,Summer2022
PHI401,Ethics / Philosophy,3,B,Summer2022
MGT368,Entrepreneurship,3,T,Fall2022
BEN205,Bengali Literature,3,T,Fall2022
POL101,Intro to Political Science,3,T,Spring2023
ENG105,Advanced Composition,3,C,Spring2023
SOC101,Intro to Sociology,3,A,Summer2023
ENV107,Environmental Science,3,A-,Fall2023
ENV107L,Environmental Science Lab,1,T,Fall2023
PBH101,Public Health,3,T,Fall2023
PBH101L,Public Health Lab,1,C+,Fall2023
HIS205,Modern History,3,A-,Spring2024
HIS102,World Civilization,3,B,Spring2024
MIS310,Systems Analysis,3,T,Summer2024
MIS320,IT for Managers,3,B+,Summer2024
