course_code,course_name,credits,grade,semester
ECO101,Intro to Microeconomics,3,F,Spring2021
MKT202,Introduction to Marketing,3,W,Spring2021
BUS251,Business Communication,3,W,Spring2021
MKT202,Introduction to Marketing,3,C+,Summer2021
MIS107,Introduction to Computers,3,D,Summer2021
BUS251,Business Communication,3,W,Summer2021
ACT201,Intro to Financial Accounting,3,A,Fall2021
BUS251,Business Communication,3,C+,Fall2021
LAW200,Legal Environment of Business,3,W,Spring2022
ECO101,Intro to Microeconomics,3,C,Spring2022
ACT202,Intro to Managerial Accounting,3,B,Summer2022
ECO104,Intro to Macroeconomics,3,C+,Summer2022
MIS207,Management Information Systems,3,C+,Summer2022
INB372,International Business,3,D,Summer2022
MGT212,Principles of Management,3,F,Fall2022
MGT368,Entrepreneurship,3,W,Fall2022
PHI401,Ethics / Philosophy,3,F,Fall2022
PHI401,Ethics / Philosophy,3,B+,Spring2023
LAW200,Legal Environment of Business,3,A,Spring2023
