course_code,course_name,credits,grade,semester
CSE115,Programming Language I,3,C-,Fall2019
CSE115L,Programming Language I Lab,1,C+,Fall2019
MAT116,Pre-Calculus,3,A,Fall2019
EEE111L,Analog Electronics I Lab,1,A,Fall2019
CSE231L,Digital Logic Design Lab,1,B,Fall2019
ENG103,Intermediate Composition,3,B,Fall2019
CSE173,Discrete Mathematics,3,C,Spring2020
MAT120,Calculus I,3,C+,Spring2020
POL104,Political Science,3,C+,Spring2020
ENG111,Public Speaking,3,B-,Spring2020
CSE215,Programming Language II,3,B-,Summer2020
CSE215L,Programming Language II Lab,1,B-,Summer2020
MAT130,Calculus II,3,A-,Summer2020
PHY108L,Physics II Lab,1,A,Summer2020
MAT361,Discrete Mathematics II,3,B,Summer2020
EEE141L,Electrical Circuits I Lab,1,A,Summer2020
CSE225,Data Structures & Algorithms,3,C-,Fall2020
CSE225L,Data Structures & Algorithms Lab,1,B-,Fall2020
MAT250,Calculus III,3,C,Fall2020
PHY107L,Physics I Lab,1,B,Fall2020
CHE101,Chemistry I,3,B-,Fall2020
