course_code,course_name,credits,grade,semester
MKT202,Introduction to Marketing,3,C+,Fall2021
LAW200,Legal Environment of Business,3,B+,Fall2021
BUS251,Business Communication,3,C,Fall2021
ACT201,Intro to Financial Accounting,3,C+,Fall2021
MIS107,Introduction to Computers,3,B-,Fall2021
MGT368,Entrepreneurship,3,A,Spring2022
INB372,International Business,3,B-,Spring2022
MIS207,Management Information Systems,3,A-,Spring2022
ACT202,Intro to Managerial Accounting,3,C,Spring2022
MGT212,Principles of Management,3,B,Spring2022
PAD201,Public Administration,3,B,Summer2022
CHN101,Chinese Language,3,B-,Summer2022
POL104,Political Science,3,C+,Summer2022
PHI401,Ethics / Philosophy,3,B-,Summer2022
POL101,Intro to Political Science,3,A,Summer2022
ECO101,Intro to Microeconomics,3,B+,Summer2022
SOC101,Intro to Sociology,3,A,Fall2022
ANT101,Anthropology,3,A,Fall2022
PSY101,Intro to Psychology,3,B-,Fall2022
PSY101L,Psychology Lab,1,B+,Fall2022
BIO103,Biology I,3,B+,Fall2022
BIO103L,Biology I Lab,1,A-,Fall2022
ENV107,Environmental Science,3,B+,Fall2022
ENV107L,Environmental Science Lab,1,B+,Fall2022
GEO205,Geography,3,A-,Fall2022
ECO204,Intermediate Macroeconomics,3,C,Spring2023
HIS205,Modern History,3,C+,Spring2023
ECO104,Intro to Macroeconomics,3,B+,Spring2023
ECO348,Mathematical Economics,3,B+,Spring2023
HIS102,World Civilization,3,A-,Spring2023
ECO201,Intermediate Microeconomics,3,A-,Spring2023
ECO304,International Economics,3,A-,Summer2023
ECO244,Economic Development,3,B+,Summer2023
ECO328,Econometrics,3,B,Summer2023
ECO354,Advanced Microeconomics,3,A-,Summer2023
ECO410,Development Economics,3,A-,Fall2023
ECO441,Labor Economics,3,B,Fall2023
ECO317,Public Economics,3,B,Fall2023
ECO301,Monetary Economics,3,A-,Fall2023
BUS498,Internship,4,B-,Summer2024
