course_code,course_name,credits,grade,semester
MKT202,Introduction to Marketing,3,I,Spring2020
ECO101,Intro to Microeconomics,3,C-,Summer2020
ACT201,Intro to Financial Accounting,3,I,Summer2020
ACT201,Intro to Financial Accounting,3,D,Fall2020
ECO104,Intro to Macroeconomics,3,F,Spring2021
MIS107,Introduction to Computers,3,C-,Summer2021
BUS251,Business Communication,3,F,Summer2021
ECO104,Intro to Macroeconomics,3,D+,Summer2021
ACT202,Intro to Managerial Accounting,3,F,Fall2021
MKT202,Introduction to Marketing,3,F,Fall2021
LAW200,Legal Environment of Business,3,F,Fall2021
ACT202,Intro to Managerial Accounting,3,D+,Spring2022
INB372,International Business,3,D,Spring2022
LAW200,Legal Environment of Business,3,D,Spring2022
MIS207,Management Information Systems,3,D+,Summer2022
MKT202,Introduction to Marketing,3,D+,Summer2022
BUS251,Business Communication,3,D,Fall2022
MGT212,Principles of Management,3,F,Spring2023
ENG115,English Literature,3,F,Spring2023
BEN205,Bengali Literature,3,I,Spring2023
MGT212,Principles of Management,3,F,Summer2023
PHI401,Ethics / Philosophy,3,C-,Fall2023
BEN205,Bengali Literature,3,F,Fall2023
ENG115,English Literature,3,F,Spring2024
MGT212,Principles of Management,3,F,Spring2024
MGT212,Principles of Management,3,D,Summer2024
MGT368,Entrepreneurship,3,F,Summer2024
MGT368,Entrepreneurship,3,D+,Fall2024
POL101,Intro to Political Science,3,D+,Fall2024
ENG115,English Literature,3,C-,Fall2024
