course_code,course_name,credits,grade,semester
MIS107,Introduction to Computers,3,C+,Summer2020
ACT201,Intro to Financial Accounting,3,D+,Summer2020
LAW200,Legal Environment of Business,3,C-,Summer2020
MKT202,Introduction to Marketing,3,A-,Summer2020
ECO101,Intro to Microeconomics,3,D,Fall2020
BUS251,Business Communication,3,D,Fall2020
INB372,International Business,3,B,Spring2021
MIS207,Management Information Systems,3,B,Spring2021
MGT212,Principles of Management,3,A,Spring2021
ACT202,Intro to Managerial Accounting,3,B-,Spring2021
ECO104,Intro to Macroeconomics,3,B-,Summer2021
PHI401,Ethics / Philosophy,3,D,Summer2021
MGT368,Entrepreneurship,3,A-,Summer2021
CHN101,Chinese Language,3,B+,Summer2021
