course_code,course_name,credits,grade,semester
ACT201,Intro to Financial Accounting,3,C-,Summer2019
MIS107,Introduction to Computers,3,D,Summer2019
ECO101,Intro to Microeconomics,3,D,Fall2019
ACT202,Intro to Managerial Accounting,3,C,Fall2019
BUS251,Business Communication,3,F,Spring2020
LAW200,Legal Environment of Business,3,F,Spring2020
ECO104,Intro to Macroeconomics,3,C,Spring2020
MKT202,Introduction to Marketing,3,F,Summer2020
LAW200,Legal Environment of Business,3,D+,Summer2020
BUS251,Business Communication,3,F,Summer2020
BUS251,Business Communication,3,C-,Fall2020
MGT212,Principles of Management,3,W,Fall2020
INB372,International Business,3,C-,Fall2020
MGT368,Entrepreneurship,3,F,Spring2021
MKT202,Introduction to Marketing,3,W,Spring2021
MGT212,Principles of Management,3,C-,Summer2021
MGT368,Entrepreneurship,3,F,Summer2021
MGT368,Entrepreneurship,3,D,Fall2021
PHI401,Ethics / Philosophy,3,C-,Spring2022
MKT202,Introduction to Marketing,3,W,Spring2022
MKT202,Introduction to Marketing,3,D+,Summer2022
BEN205,Bengali Literature,3,C,Summer2022
PAD201,Public Administration,3,C-,Fall2022
POL104,Political Science,3,W,Fall2022
MIS207,Management Information Systems,3,D+,Spring2023
GEO205,Geography,3,W,Spring2023
SOC101,Intro to Sociology,3,F,Summer2023
BIO103,Biology I,3,D+,Summer2023
BIO103L,Biology I Lab,1,C-,Summer2023
