course_code,course_name,credits,grade,semester
ACT201,Intro to Financial Accounting,3,C-,Spring2019
BUS251,Business Communication,3,D+,Spring2019
ENG103,Intermediate Composition,3,I,Spring2019
MIS107,Introduction to Computers,3,I,Spring2019
ENG103,Intermediate Composition,3,D,Summer2019
MIS107,Introduction to Computers,3,D+,Summer2019
ACT202,Intro to Managerial Accounting,3,F,Summer2019
ECO101,Intro to Microeconomics,3,D+,Fall2019
ACT202,Intro to Managerial Accounting,3,D,Fall2019
MKT202,Introduction to Marketing,3,D,Fall2019
INB372,International Business,3,F,Fall2019
MIS207,Management Information Systems,3,C-,Fall2019
INB372,International Business,3,D+,Spring2020
LAW200,Legal Environment of Business,3,F,Spring2020
ECO104,Intro to Macroeconomics,3,F,Spring2020
ECO104,Intro to Macroeconomics,3,D+,Summer2020
LAW200,Legal Environment of Business,3,D+,Summer2020
MGT212,Principles of Management,3,F,Summer2020
MGT212,Principles of Management,3,D,Fall2020
ENG105,Advanced Composition,3,D+,Fall2020
PHI401,Ethics / Philosophy,3,F,Fall2020
MGT368,Entrepreneurship,3,D,Spring2021
PHI401,Ethics / Philosophy,3,F,Spring2021
POL101,Intro to Political Science,3,F,Spring2021
ENG115,English Literature,3,C-,Spring2021
POL104,Political Science,3,I,Spring2021
POL104,Political Science,3,D,Summer2021
PAD201,Public Administration,3,D,Summer2021
SOC101,Intro to Sociology,3,D,Summer2021
POL101,Intro to Political Science,3,F,Summer2021
GEO205,Geography,3,F,Summer2021
ENV107,Environmental Science,3,D+,Fall2021
ENV107L,Environmental Science Lab,1,C-,Fall2021
PHY107,Physics I,3,D,Fall2021
PHY107L,Physics I Lab,1,D,Fall2021
PSY101,Intro to Psychology,3,F,Fall2021
CHE101,Chemistry I,3,D,Fall2021
PBH101,Public Health,3,D+,Fall2021
PBH101L,Public Health Lab,1,F,Fall2021
