course_code,course_name,credits,grade,semester
ENG103,Intermediate Composition,3,I,Fall2019
ECO101,Intro to Microeconomics,3,F,Fall2019
ACT201,Intro to Financial Accounting,3,D,Spring2020
ECO101,Intro to Microeconomics,3,F,Spring2020
MIS107,Introduction to Computers,3,D+,Summer2020
BUS251,Business Communication,3,F,Summer2020
ENG103,Intermediate Composition,3,I,Summer2020
MKT202,Introduction to Marketing,3,D+,Fall2020
ACT202,Intro to Managerial Accounting,3,D,Fall2020
BUS251,Business Communication,3,C-,Fall2020
ECO101,Intro to Microeconomics,3,D,Spring2021
INB372,International Business,3,F,Spring2021
LAW200,Legal Environment of Business,3,F,Summer2021
LAW200,Legal Environment of Business,3,D,Fall2021
INB372,International Business,3,C-,Fall2021
ECO104,Intro to Macroeconomics,3,D+,Fall2021
PHI401,Ethics / Philosophy,3,F,Spring2022
MGT368,Entrepreneurship,3,F,Spring2022
MGT212,Principles of Management,3,D+,Spring2022
MIS207,Management Information Systems,3,D+,Summer2022
MGT368,Entrepreneurship,3,C-,Summer2022
