course_code,course_name,credits,grade,semester
HIS102,World Civilization,3,A-,Spring2021
PHY107L,Physics I Lab,1,B-,Spring2021
EEE111L,Analog Electronics I Lab,1,B-,Spring2021
CSE226,Fundamentals of Vibe Coding,3,B+,Spring2021
CHE101L,Chemistry I Lab,1,B+,Summer2021
CSE311L,Database Management Systems Lab,1,A,Summer2021
CSE425,Concepts of Programming Languages,3,B+,Summer2021
CSE331L,Microprocessor Interfacing Lab,1,A,Summer2021
CSE101,Introduction to Python Programming,3,C-,Fall2021
EEE141,Electrical Circuits I,3,B,Fall2021
EEE141L,Electrical Circuits I Lab,1,B+,Fall2021
BIO103L,Biology I Lab,1,B-,Fall2021
CSE299,Junior Design Project,1,C,Fall2021
PHY108,Physics II,3,B,Fall2021
PHY108L,Physics II Lab,1,B+,Fall2021
MGT368,Entrepreneurship,3,D,Spring2022
MGT212,Principles of Management,3,C,Spring2022
MIS107,Introduction to Computers,3,A-,Spring2022
INB372,International Business,3,B,Spring2022
FIN410,Financial Statement Analysis,3,D+,Summer2022
FIN435,Investment Theory,3,A,Summer2022
PHI401,Ethics / Philosophy,3,C,Summer2022
ECO101,Intro to Microeconomics,3,C+,Summer2022
FIN433,Financial Markets and Institutions,3,C+,Fall2022
FIN480,Behavioural Finance,3,B+,Fall2022
ECO104,Intro to Macroeconomics,3,F,Fall2022
BUS251,Business Communication,3,C,Spring2023
FIN440,Corporate Finance,3,D+,Spring2023
FIN444,International Financial Management,3,A-,Spring2023
FIN470,Insurance and Risk Management,3,D,Spring2023
ACT201,Intro to Financial Accounting,3,B-,Spring2023
ACT202,Intro to Managerial Accounting,3,A-,Summer2023
FIN455,Financial Modelling Using Excel,3,A-,Summer2023
FIN464,Derivatives,3,A,Summer2023
MKT202,Introduction to Marketing,3,B,Summer2023
MIS207,Management Information Systems,3,B,Summer2023
