course_code,course_name,credits,grade,semester
CSE115,Programming Language I,3,F,Summer2019
MAT116,Pre-Calculus,3,B-,Summer2019
CSE226,Fundamentals of Vibe Coding,3,C,Summer2019
SOC101,Intro to Sociology,3,D+,Summer2019
MAT120,Calculus I,3,D+,Fall2019
CSE115,Programming Language I,3,C-,Fall2019
CSE115L,Programming Language I Lab,1,D+,Fall2019
PHY108,Physics II,3,F,Fall2019
CSE173,Discrete Mathematics,3,C-,Spring2020
MAT130,Calculus II,3,F,Spring2020
ENG103,Intermediate Composition,3,D+,Spring2020
CSE331,Microprocessor Interfacing,3,D,Spring2020
CSE331L,Microprocessor Interfacing Lab,1,C,Spring2020
CSE215,Programming Language II,3,C+,Summer2020
CSE215L,Programming Language II Lab,1,F,Summer2020
MAT130,Calculus II,3,C+,Summer2020
EEE141,Electrical Circuits I,3,C,Summer2020
CSE311L,Database Management Systems Lab,1,D+,Summer2020
ECO104,Intro to Macroeconomics,3,B,Summer2020
CSE225,Data Structures & Algorithms,3,C-,Fall2020
CSE225L,Data Structures & Algorithms Lab,1,F,Fall2020
MAT250,Calculus III,3,C,Fall2020
EEE141L,Electrical Circuits I Lab,1,C+,Fall2020
CSE231,Digital Logic Design,3,C,Spring2021
CSE231L,Digital Logic Design Lab,1,D,Spring2021
CSE215L,Programming Language II Lab,1,C+,Spring2021
MAT350,Complex Variables,3,C-,Spring2021
CSE225L,Data Structures & Algorithms Lab,1,B,Spring2021
PHY108,Physics II,3,D,Spring2021
PHY108L,Physics II Lab,1,C,Spring2021
CSE332,Computer Organization & Architecture,3,B-,Summer2021
CSE299,Junior Design Project,1,C+,Summer2021
MAT125,Linear Algebra,3,F,Summer2021
CSE425,Concepts of Programming Languages,3,B-,Summer2021
CHE101,Chemistry I,3,B-,Summer2021
CHE101L,Chemistry I Lab,1,C-,Summer2021
CSE311,Database Management Systems,3,D+,Fall2021
CSE323,Operating Systems Design,3,F,Fall2021
EEE111L,Analog Electronics I Lab,1,D+,Fall2021
CSE471,Compiler Design,3,C-,Fall2021
EEE111,Analog Electronics I,3,C-,Fall2021
EEE111L,Analog Electronics I Lab,1,C,Fall2021
