course_code,course_name,credits,grade,semester
ENG103,Intermediate Composition,3,B-,Spring2019
LAW200,Legal Environment of Business,3,D,Spring2019
BUS251,Business Communication,3,C,Spring2019
ECO101,Intro to Microeconomics,3,A-,Spring2019
MKT202,Introduction to Marketing,3,B,Spring2019
ECO104,Intro to Macroeconomics,3,D,Summer2019
MGT212,Principles of Management,3,F,Summer2019
INB372,International Business,3,D,Summer2019
MIS107,Introduction to Computers,3,B,Summer2019
ACT201,Intro to Financial Accounting,3,D,Fall2019
MGT368,Entrepreneurship,3,D,Fall2019
MGT212,Principles of Management,3,B,Fall2019
PHI401,Ethics / Philosophy,3,D,Fall2019
MIS207,Management Information Systems,3,B,Spring2020
ACT202,Intro to Managerial Accounting,3,D+,Spring2020
ENG105,Advanced Composition,3,B-,Spring2020
CHN101,Chinese Language,3,C-,Spring2020
BEN205,Bengali Literature,3,F,Spring2020
BIO103,Biology I,3,C+,Summer2020
BIO103L,Biology I Lab,1,D,Summer2020
POL104,Political Science,3,B+,Summer2020
PAD201,Public Administration,3,F,Summer2020
POL101,Intro to Political Science,3,F,Summer2020
ANT101,Anthropology,3,D,Summer2020
MIS210,Computer Programming,3,A-,Fall2020
HIS103,History of South Asia,3,B+,Fall2020
HIS101,Bangladesh History,3,C-,Fall2020
MIS320,IT for Managers,3,D,Fall2020
MIS310,Systems Analysis,3,W,Fall2020
MIS310,Systems Analysis,3,C+,Spring2021
MIS470,IT Project Management,3,B,Spring2021
MIS450,IS Security,3,B+,Spring2021
MIS410,Systems Design,3,B,Summer2021
MIS499,Special Topics in MIS,3,D,Summer2021
MGT490,Project Management,3,A-,Summer2021
MIS330,Database Systems,3,C-,Fall2021
