course_code,course_name,credits,grade,semester
MIS107,Introduction to Computers,3,F,Fall2021
ENG103,Intermediate Composition,3,F,Fall2021
MKT202,Introduction to Marketing,3,C-,Fall2021
ACT201,Intro to Financial Accounting,3,D,Spring2022
MIS107,Introduction to Computers,3,F,Summer2022
ECO101,Intro to Microeconomics,3,D,Summer2022
ACT202,Intro to Managerial Accounting,3,D,Summer2022
MIS107,Introduction to Computers,3,D,Fall2022
ECO104,Intro to Macroeconomics,3,I,Spring2023
ENG103,Intermediate Composition,3,D,Spring2023
LAW200,Legal Environment of Business,3,D+,Spring2023
ECO104,Intro to Macroeconomics,3,D,Summer2023
MIS207,Management Information Systems,3,D,Summer2023
MGT212,Principles of Management,3,D,Summer2023
BUS251,Business Communication,3,D,Fall2023
ENG105,Advanced Composition,3,F,Spring2024
INB372,International Business,3,D+,Spring2024
BEN205,Bengali Literature,3,F,Summer2024
MGT368,Entrepreneurship,3,F,Summer2024
PHI401,Ethics / Philosophy,3,F,Fall2024
