course_code,course_name,credits,grade,semester
LAW200,Legal Environment of Business,3,C,Spring2021
INB372,International Business,3,B-,Spring2021
MKT202,Introduction to Marketing,3,A,Spring2021
MIS207,Management Information Systems,3,B-,Spring2021
BUS251,Business Communication,3,A-,Spring2021
MIS107,Introduction to Computers,3,B,Spring2021
ECO101,Intro to Microeconomics,3,A-,Summer2021
MGT212,Principles of Management,3,B+,Summer2021
BEN205,Bengali Literature,3,B,Summer2021
ACT201,Intro to Financial Accounting,3,A,Summer2021
PHI401,Ethics / Philosophy,3,C,Summer2021
POL101,Intro to Political Science,3,B-,Fall2021
ACT202,Intro to Managerial Accounting,3,C+,Fall2021
ECO104,Intro to Macroeconomics,3,C+,Fall2021
MGT368,Entrepreneurship,3,A-,Fall2021
ANT101,Anthropology,3,C,Spring2022
SOC101,Intro to Sociology,3,A,Spring2022
PBH101,Public Health,3,A-,Spring2022
PBH101L,Public Health Lab,1,B+,Spring2022
ENV107,Environmental Science,3,B,Spring2022
ENV107L,Environmental Science Lab,1,B,Spring2022
HIS101,Bangladesh History,3,C+,Summer2022
MGT330,Designing Effective Organizations,3,A-,Summer2022
HRM370,Managerial Skill Development,3,B-,Summer2022
HIS102,World Civilization,3,C+,Summer2022
MGT321,Organizational Behavior,3,B,Summer2022
HIS103,History of South Asia,3,B-,Summer2022
MGT490,Project Management,3,A,Fall2022
MIS320,IT for Managers,3,B-,Fall2022
MGT350,Managing Quality,3,A,Fall2022
HRM450,Industrial Relations,3,B+,Fall2022
HRM470,Negotiations,3,B-,Fall2022
MGT410,Entrepreneurship II,3,A,Spring2023
