course_code,course_name,credits,grade,semester
MKT202,Introduction to Marketing,3,F,Spring2021
ACT201,Intro to Financial Accounting,3,B-,Spring2021
ENG103,Intermediate Composition,3,C+,Spring2021
MIS107,Introduction to Computers,3,C-,Summer2021
ECO101,Intro to Microeconomics,3,B,Fall2021
ACT202,Intro to Managerial Accounting,3,D+,Fall2021
MKT202,Introduction to Marketing,3,D+,Spring2022
INB372,International Business,3,D,Spring2022
BUS251,Business Communication,3,B-,Spring2022
MGT368,Entrepreneurship,3,C-,Summer2022
ECO104,Intro to Macroeconomics,3,C-,Summer2022
MIS207,Management Information Systems,3,C+,Summer2022
