course_code,course_name,credits,grade,semester
ACT201,Intro to Financial Accounting,3,D+,Spring2020
ECO101,Intro to Microeconomics,3,D,Summer2020
MKT202,Introduction to Marketing,3,F,Summer2020
MIS107,Introduction to Computers,3,C-,Fall2020
BUS251,Business Communication,3,C,Fall2020
ACT202,Intro to Managerial Accounting,3,D+,Fall2020
INB372,International Business,3,D+,Spring2021
ECO104,Intro to Macroeconomics,3,C,Spring2021
MKT202,Introduction to Marketing,3,D,Summer2021
MIS207,Management Information Systems,3,F,Fall2021
MGT368,Entrepreneurship,3,D,Spring2022
LAW200,Legal Environment of Business,3,D,Spring2022
PHI401,Ethics / Philosophy,3,F,Spring2022
MGT212,Principles of Management,3,D+,Summer2022
BEN205,Bengali Literature,3,W,Summer2022
PHI401,Ethics / Philosophy,3,D+,Fall2022
MIS207,Management Information Systems,3,F,Fall2022
BEN205,Bengali Literature,3,D+,Fall2022
MIS207,Management Information Systems,3,F,Spring2023
PAD201,Public Administration,3,W,Spring2023
POL101,Intro to Political Science,3,C,Summer2023
SOC101,Intro to Sociology,3,D+,Fall2023
BIO103,Biology I,3,C-,Fall2023
BIO103L,Biology I Lab,1,F,Fall2023
ANT101,Anthropology,3,C-,Fall2023
