course_code,course_name,credits,grade,semester
MKT202,Introduction to Marketing,3,B-,Summer2021
ACT201,Intro to Financial Accounting,3,B,Summer2021
ENG103,Intermediate Composition,3,B+,Summer2021
ACT202,Intro to Managerial Accounting,3,A-,Fall2021
BUS251,Business Communication,3,B+,Fall2021
MIS107,Introduction to Computers,3,B,Fall2021
ECO101,Intro to Microeconomics,3,B,Fall2021
MGT212,Principles of Management,3,C+,Spring2022
LAW200,Legal Environment of Business,3,A-,Spring2022
MGT368,Entrepreneurship,3,B-,Spring2022
MIS207,Management Information Systems,3,B-,Spring2022
ECO104,Intro to Macroeconomics,3,A,Spring2022
PHI401,Ethics / Philosophy,3,B+,Summer2022
BEN205,Bengali Literature,3,A,Summer2022
ENG105,Advanced Composition,3,C+,Summer2022
POL101,Intro to Political Science,3,A,Fall2022
PAD201,Public Administration,3,A-,Fall2022
INB372,International Business,3,B,Fall2022
BIO103,Biology I,3,C,Spring2023
BIO103L,Biology I Lab,1,B+,Spring2023
ENV107,Environmental Science,3,B+,Spring2023
ENV107L,Environmental Science Lab,1,A,Spring2023
GEO205,Geography,3,C,Spring2023
HIS102,World Civilization,3,B-,Summer2023
HIS103,History of South Asia,3,B+,Summer2023
SCM310,Supply Chain Management,3,B-,Summer2023
SCM320,Procurement and Inventory,3,B-,Summer2023
MGT460,Logistics Management,3,B-,Fall2023
MGT390,Warehouse Management,3,B+,Fall2023
MGT470,Quality Management,3,A,Fall2023
MGT360,Global Supply Chain,3,A-,Fall2023
SCM450,Supply Chain Analytics,3,B+,Spring2024
MGT490,Project Management,3,B+,Spring2024
