course_code,course_name,credits,grade,semester
BUS251,Business Communication,3,B+,Fall2022
ECO101,Intro to Microeconomics,3,A-,Fall2022
MIS107,Introduction to Computers,3,B+,Fall2022
LAW200,Legal Environment of Business,3,B+,Fall2022
MIS207,Management Information Systems,3,A-,Spring2023
MGT212,Principles of Management,3,B+,Spring2023
INB372,International Business,3,B,Spring2023
MKT202,Introduction to Marketing,3,B+,Spring2023
POL101,Intro to Political Science,3,B-,Summer2023
ECO104,Intro to Macroeconomics,3,B,Summer2023
MGT368,Entrepreneurship,3,C-,Summer2023
CHN101,Chinese Language,3,B+,Summer2023
ENG115,English Literature,3,A,Summer2023
ACT201,Intro to Financial Accounting,3,B+,Summer2023
PBH101,Public Health,3,A,Fall2023
PBH101L,Public Health Lab,1,B-,Fall2023
ENV107,Environmental Science,3,B,Fall2023
ENV107L,Environmental Science Lab,1,B-,Fall2023
ACT202,Intro to Managerial Accounting,3,B-,Fall2023
GEO205,Geography,3,A,Fall2023
BIO103,Biology I,3,B,Fall2023
SOC101,Intro to Sociology,3,C+,Fall2023
HIS102,World Civilization,3,B+,Spring2024
HIS103,History of South Asia,3,A-,Spring2024
HIS101,Bangladesh History,3,B+,Spring2024
MKT337,Promotional Management,3,B,Spring2024
PHI401,Ethics / Philosophy,3,A-,Summer2024
MKT465,Brand Management,3,C,Summer2024
MKT470,Marketing Research,3,C,Summer2024
MKT412,Services Marketing,3,A-,Summer2024
