course_code,course_name,credits,grade,semester
MIS107,Introduction to Computers,3,F,Spring2022
ECO101,Intro to Microeconomics,3,C-,Spring2022
ENG103,Intermediate Composition,3,C,Spring2022
MKT202,Introduction to Marketing,3,W,Summer2022
ECO104,Intro to Macroeconomics,3,C-,Summer2022
MIS107,Introduction to Computers,3,D,Fall2022
BUS251,Business Communication,3,F,Spring2023
LAW200,Legal Environment of Business,3,C-,Spring2023
MKT202,Introduction to Marketing,3,C,Summer2023
ACT201,Intro to Financial Accounting,3,C,Summer2023
ACT202,Intro to Managerial Accounting,3,D,Fall2023
MGT212,Principles of Management,3,C-,Fall2023
INB372,International Business,3,C-,Fall2023
ENG105,Advanced Composition,3,D,Spring2024
BUS251,Business Communication,3,C-,Spring2024
PHI401,Ethics / Philosophy,3,C-,Spring2024
ENG115,English Literature,3,W,Summer2024
CHN101,Chinese Language,3,C,Summer2024
MGT368,Entrepreneurship,3,D,Summer2024
