course_code,course_name,credits,grade,semester
MKT202,Introduction to Marketing,3,A,Summer2022
BUS251,Business Communication,3,A-,Summer2022
ECO101,Intro to Microeconomics,3,A-,Summer2022
ENG103,Intermediate Composition,3,B,Summer2022
MIS107,Introduction to Computers,3,A,Fall2022
ECO104,Intro to Macroeconomics,3,C+,Fall2022
MGT212,Principles of Management,3,B-,Fall2022
LAW200,Legal Environment of Business,3,A,Fall2022
MGT368,Entrepreneurship,3,C+,Fall2022
MIS207,Management Information Systems,3,A-,Fall2022
INB372,International Business,3,B+,Spring2023
ENG115,English Literature,3,A-,Spring2023
ACT201,Intro to Financial Accounting,3,A-,Spring2023
CHN101,Chinese Language,3,A-,Spring2023
POL101,Intro to Political Science,3,A,Spring2023
ENG105,Advanced Composition,3,A-,Spring2023
ANT101,Anthropology,3,B+,Summer2023
ENV107,Environmental Science,3,A,Summer2023
ENV107L,Environmental Science Lab,1,A-,Summer2023
SOC101,Intro to Sociology,3,B,Summer2023
ACT202,Intro to Managerial Accounting,3,A,Summer2023
PHI401,Ethics / Philosophy,3,C+,Summer2023
ECO201,Intermediate Microeconomics,3,B+,Fall2023
HIS205,Modern History,3,A,Fall2023
ECO204,Intermediate Macroeconomics,3,A-,Fall2023
HIS103,History of South Asia,3,C+,Fall2023
