course_code,course_name,credits,grade,semester
ENG103,Intermediate Composition,3,D+,Fall2022
MKT202,Introduction to Marketing,3,C-,Fall2022
ACT201,Intro to Financial Accounting,3,D,Fall2022
BUS251,Business Communication,3,B,Spring2023
INB372,International Business,3,F,Summer2023
MIS107,Introduction to Computers,3,D,Summer2023
ACT202,Intro to Managerial Accounting,3,F,Summer2023
INB372,International Business,3,D+,Fall2023
LAW200,Legal Environment of Business,3,D,Fall2023
ECO101,Intro to Microeconomics,3,C-,Fall2023
ACT202,Intro to Managerial Accounting,3,D,Spring2024
MGT368,Entrepreneurship,3,C-,Spring2024
MIS207,Management Information Systems,3,D+,Spring2024
ENG105,Advanced Composition,3,D+,Summer2024
