course_code,course_name,credits,grade,semester
CHE101,Chemistry I,3,B,Summer2019
CHE101L,Chemistry I Lab,1,B+,Summer2019
ENG111,Public Speaking,3,A,Summer2019
CSE145,Introduction to Artificial Intelligence,3,B,Summer2019
CSE215L,Programming Language II Lab,1,A-,Summer2019
EEE111L,Analog Electronics I Lab,1,B-,Summer2019
CSE331L,Microprocessor Interfacing Lab,1,B,Fall2019
CSE115,Programming Language I,3,A-,Fall2019
CSE115L,Programming Language I Lab,1,A-,Fall2019
CSE231L,Digital Logic Design Lab,1,A-,Fall2019
CSE101,Introduction to Python Programming,3,B+,Fall2019
CSE115L,Programming Language I Lab,1,A-,Fall2019
MAT125,Linear Algebra,3,C+,Spring2020
CSE226,Fundamentals of Vibe Coding,3,B-,Spring2020
EEE141,Electrical Circuits I,3,B,Spring2020
EEE141L,Electrical Circuits I Lab,1,B+,Spring2020
ECO101,Intro to Microeconomics,3,C,Summer2020
BUS251,Business Communication,3,B-,Summer2020
MIS207,Management Information Systems,3,C-,Summer2020
MIS499,Special Topics in MIS,3,A,Summer2020
LAW200,Legal Environment of Business,3,D+,Fall2020
ACT201,Intro to Financial Accounting,3,B-,Fall2020
MIS210,Computer Programming,3,C+,Fall2020
MKT202,Introduction to Marketing,3,C+,Fall2020
MIS310,Systems Analysis,3,F,Fall2020
MIS410,Systems Design,3,C-,Spring2021
MIS310,Systems Analysis,3,C,Spring2021
INB372,International Business,3,B-,Spring2021
PHI401,Ethics / Philosophy,3,D,Spring2021
MGT212,Principles of Management,3,C+,Spring2021
ECO104,Intro to Macroeconomics,3,C,Summer2021
MGT490,Project Management,3,C+,Summer2021
MGT368,Entrepreneurship,3,B+,Summer2021
MIS470,IT Project Management,3,D+,Summer2021
MIS107,Introduction to Computers,3,A,Fall2021
ACT202,Intro to Managerial Accounting,3,C,Fall2021
MIS450,IS Security,3,D,Fall2021
MIS320,IT for Managers,3,C+,Fall2021
