course_code,course_name,credits,grade,semester
CSE115,Programming Language I,3,D,Fall2019
MAT116,Pre-Calculus,3,F,Fall2019
EEE111,Analog Electronics I,3,B,Fall2019
EEE111L,Analog Electronics I Lab,1,C+,Fall2019
ECO101,Intro to Microeconomics,3,F,Fall2019
CSE173,Discrete Mathematics,3,A,Spring2020
MAT116,Pre-Calculus,3,C,Spring2020
CSE145,Introduction to Artificial Intelligence,3,B+,Spring2020
MAT120,Calculus I,3,A,Summer2020
CSE215,Programming Language II,3,F,Summer2020
CSE215,Programming Language II,3,W,Fall2020
MAT130,Calculus II,3,C+,Fall2020
CSE215,Programming Language II,3,C-,Spring2021
CSE215L,Programming Language II Lab,1,C,Spring2021
MAT250,Calculus III,3,B+,Spring2021
ENV203,Environmental Studies,3,B,Spring2021
CSE225,Data Structures & Algorithms,3,A-,Summer2021
CSE225L,Data Structures & Algorithms Lab,1,C-,Summer2021
CSE231,Digital Logic Design,3,C+,Fall2021
CSE231L,Digital Logic Design Lab,1,B-,Fall2021
CSE231L,Digital Logic Design Lab,1,B-,Fall2021
MAT350,Complex Variables,3,B-,Fall2021
MAT361,Discrete Mathematics II,3,D+,Fall2021
