course_code,course_name,credits,grade,semester
CSE115,Programming Language I,3,C-,Spring2022
CSE115L,Programming Language I Lab,1,C-,Spring2022
MAT116,Pre-Calculus,3,D,Spring2022
PHY108L,Physics II Lab,1,D+,Spring2022
CSE173,Discrete Mathematics,3,F,Summer2022
MAT120,Calculus I,3,D+,Summer2022
EEE111,Analog Electronics I,3,D,Summer2022
EEE111L,Analog Electronics I Lab,1,D,Summer2022
CSE173,Discrete Mathematics,3,D,Fall2022
MAT130,Calculus II,3,F,Fall2022
CSE311L,Database Management Systems Lab,1,F,Fall2022
