course_code,course_name,credits,grade,semester
MKT202,Introduction to Marketing,3,F,Summer2021
ACT201,Intro to Financial Accounting,3,F,Summer2021
ECO101,Intro to Microeconomics,3,D,Fall2021
MKT202,Introduction to Marketing,3,D,Fall2021
ACT201,Intro to Financial Accounting,3,F,Fall2021
BUS251,Business Communication,3,D+,Spring2022
ECO104,Intro to Macroeconomics,3,D,Spring2022
ACT201,Intro to Financial Accounting,3,C-,Summer2022
LAW200,Legal Environment of Business,3,F,Summer2022
ACT202,Intro to Managerial Accounting,3,I,Fall2022
MIS107,Introduction to Computers,3,F,Fall2022
MIS207,Management Information Systems,3,D+,Spring2023
MIS107,Introduction to Computers,3,F,Spring2023
INB372,International Business,3,C-,Spring2023
MIS107,Introduction to Computers,3,F,Summer2023
ACT202,Intro to Managerial Accounting,3,F,Summer2023
MGT368,Entrepreneurship,3,C-,Summer2023
ACT202,Intro to Managerial Accounting,3,F,Fall2023
LAW200,Legal Environment of Business,3,I,Fall2023
MGT212,Principles of Management,3,D+,Spring2024
BEN205,Bengali Literature,3,F,Spring2024
ACT202,Intro to Managerial Accounting,3,F,Spring2024
PHI401,Ethics / Philosophy,3,D,Spring2024
