course_code,course_name,credits,grade,semester
CSE115,Programming Language I,3,A,Summer2019
CSE115L,Programming Language I Lab,1,B,Summer2019
CEE110,Engineering Drawing,1,B+,Summer2019
PHY108L,Physics II Lab,1,B+,Summer2019
ENG111,Public Speaking,3,B-,Summer2019
EEE141,Electrical Circuits I,3,B,Summer2019
EEE141L,Electrical Circuits I Lab,1,B-,Summer2019
CSE101,Introduction to Python Programming,3,B,Fall2019
MAT116,Pre-Calculus,3,B-,Fall2019
PHY107L,Physics I Lab,1,B-,Fall2019
HIS102,World Civilization,3,A-,Fall2019
ENG105,Advanced Composition,3,C+,Fall2019
MAT120,Calculus I,3,C+,Spring2020
MAT125,Linear Algebra,3,B,Spring2020
CSE331L,Microprocessor Interfacing Lab,1,B+,Spring2020
BIO103,Biology I,3,B+,Summer2020
BIO103L,Biology I Lab,1,B-,Summer2020
PHY107,Physics I,3,B,Summer2020
PHI104,Introduction to Ethics,3,B+,Summer2020
CSE231L,Digital Logic Design Lab,1,C,Summer2020
HIS101,Bangladesh History,3,A-,Summer2020
MKT344,Consumer Behaviour,3,W,Fall2020
MKT465,Brand Management,3,A-,Fall2020
MKT202,Introduction to Marketing,3,C+,Fall2020
MGT368,Entrepreneurship,3,B+,Spring2021
MGT212,Principles of Management,3,B,Spring2021
MIS107,Introduction to Computers,3,B-,Spring2021
MKT330,Retail Management,3,B,Spring2021
MKT344,Consumer Behaviour,3,C,Spring2021
LAW200,Legal Environment of Business,3,D+,Summer2021
MKT412,Services Marketing,3,W,Summer2021
MKT470,Marketing Research,3,D,Summer2021
ACT201,Intro to Financial Accounting,3,F,Summer2021
MKT417,Export-Import Management,3,W,Summer2021
MKT355,Agricultural Marketing,3,B+,Fall2021
MKT450,Marketing Channels,3,C-,Fall2021
MKT475,Marketing Analytics,3,A-,Fall2021
MKT460,Strategic Marketing,3,D+,Fall2021
MKT337,Promotional Management,3,B+,Fall2021
PHI401,Ethics / Philosophy,3,W,Spring2022
MKT412,Services Marketing,3,C-,Spring2022
MKT382,International Marketing,3,D+,Spring2022
MIS207,Management Information Systems,3,B+,Spring2022
ECO101,Intro to Microeconomics,3,C-,Spring2022
BUS251,Business Communication,3,F,Summer2022
MKT445,Sales Management,3,B,Summer2022
INB372,International Business,3,C,Summer2022
ACT201,Intro to Financial Accounting,3,D,Summer2022
MKT417,Export-Import Management,3,W,Summer2022
