course_code,course_name,credits,grade,semester
CSE331,Microprocessor Interfacing,3,B+,Spring2020
CSE331L,Microprocessor Interfacing Lab,1,B-,Spring2020
ENG105,Advanced Composition,3,B,Spring2020
CHE101L,Chemistry I Lab,1,B+,Spring2020
CSE299,Junior Design Project,1,B,Summer2020
EEE141,Electrical Circuits I,3,A,Summer2020
EEE141L,Electrical Circuits I Lab,1,B-,Summer2020
HIS101,Bangladesh History,3,B,Summer2020
MAT125,Linear Algebra,3,C+,Fall2020
CSE215L,Programming Language II Lab,1,A-,Fall2020
PHY108,Physics II,3,A,Fall2020
PHY108L,Physics II Lab,1,C+,Fall2020
PHY108L,Physics II Lab,1,B+,Fall2020
CEE110,Engineering Drawing,1,B+,Fall2020
ACT410,Financial Statement Analysis,3,D,Spring2021
ACT380,Audit and Assurance,3,B,Spring2021
BUS251,Business Communication,3,D+,Spring2021
MIS107,Introduction to Computers,3,A,Spring2021
ACT460,Advanced Financial Accounting,3,D+,Summer2021
ACT320,Intermediate Accounting II,3,D,Summer2021
MIS207,Management Information Systems,3,B,Summer2021
INB372,International Business,3,B+,Summer2021
PHI401,Ethics / Philosophy,3,A-,Summer2021
MGT212,Principles of Management,3,A-,Fall2021
MGT368,Entrepreneurship,3,A-,Fall2021
ACT201,Intro to Financial Accounting,3,A,Fall2021
LAW200,Legal Environment of Business,3,B,Fall2021
ACT370,Taxation,3,B,Fall2021
ECO101,Intro to Microeconomics,3,B-,Spring2022
ACT202,Intro to Managerial Accounting,3,A-,Spring2022
ACT310,Intermediate Accounting I,3,D+,Spring2022
ACT430,Accounting Information Systems,3,W,Spring2022
ACT430,Accounting Information Systems,3,D+,Summer2022
ECO104,Intro to Macroeconomics,3,B-,Summer2022
ACT360,Advanced Managerial Accounting,3,B-,Summer2022
MKT202,Introduction to Marketing,3,B,Fall2022
