course_code,course_name,credits,grade,semester
MAT120,Calculus I,3,B-,Summer2021
CSE115,Programming Language I,3,D,Summer2021
CSE115L,Programming Language I Lab,1,F,Summer2021
ENG111,Public Speaking,3,C-,Summer2021
CSE173,Discrete Mathematics,3,D,Fall2021
MAT130,Calculus II,3,A-,Fall2021
CSE311L,Database Management Systems Lab,1,D,Fall2021
CSE115L,Programming Language I Lab,1,A-,Fall2021
CSE215,Programming Language II,3,B-,Spring2022
MAT250,Calculus III,3,B+,Spring2022
CHE101L,Chemistry I Lab,1,W,Spring2022
EEE111L,Analog Electronics I Lab,1,C+,Spring2022
CSE225,Data Structures & Algorithms,3,A,Summer2022
CSE225L,Data Structures & Algorithms Lab,1,A-,Summer2022
CSE215L,Programming Language II Lab,1,A-,Summer2022
ECO104,Intro to Macroeconomics,3,D,Summer2022
PHY107,Physics I,3,B-,Summer2022
ENV203,Environmental Studies,3,D+,Summer2022
CSE231,Digital Logic Design,3,D+,Fall2022
CSE231L,Digital Logic Design Lab,1,F,Fall2022
CSE231L,Digital Logic Design Lab,1,C+,Fall2022
PHY108,Physics II,3,F,Fall2022
CSE299,Junior Design Project,1,F,Fall2022
CHE101L,Chemistry I Lab,1,B+,Fall2022
CSE332,Computer Organization & Architecture,3,D,Spring2023
CSE299,Junior Design Project,1,B,Spring2023
CSE425,Concepts of Programming Languages,3,A,Spring2023
CSE311,Database Management Systems,3,B-,Summer2023
CSE323,Operating Systems Design,3,A-,Summer2023
ENG103,Intermediate Composition,3,F,Summer2023
EEE141,Electrical Circuits I,3,F,Summer2023
POL101,Intro to Political Science,3,B,Summer2023
CSE327,Software Engineering,3,B,Fall2023
CSE331,Microprocessor Interfacing,3,C,Fall2023
CSE331L,Microprocessor Interfacing Lab,1,F,Fall2023
PHY108,Physics II,3,W,Fall2023
EEE141L,Electrical Circuits I Lab,1,C,Fall2023
CSE331L,Microprocessor Interfacing Lab,1,B,Spring2024
CSE373,Design & Analysis of Algorithms,3,B+,Spring2024
PHI201,Logic,3,B+,Spring2024
