course_code,course_name,credits,grade,semester
ECO101,Intro to Microeconomics,3,B-,Spring2020
BUS251,Business Communication,3,B,Spring2020
ACT201,Intro to Financial Accounting,3,C+,Spring2020
LAW200,Legal Environment of Business,3,B-,Spring2020
MIS107,Introduction to Computers,3,F,Spring2020
MKT202,Introduction to Marketing,3,B,Summer2020
MGT212,Principles of Management,3,B,Summer2020
ACT202,Intro to Managerial Accounting,3,B+,Summer2020
MIS207,Management Information Systems,3,C-,Summer2020
MIS107,Introduction to Computers,3,B+,Summer2020
ENG115,English Literature,3,F,Fall2020
BEN205,Bengali Literature,3,C+,Fall2020
INB372,International Business,3,C+,Fall2020
PHI401,Ethics / Philosophy,3,W,Fall2020
POL104,Political Science,3,W,Spring2021
PHI401,Ethics / Philosophy,3,A-,Spring2021
PAD201,Public Administration,3,C+,Spring2021
MGT368,Entrepreneurship,3,C-,Spring2021
SOC101,Intro to Sociology,3,B+,Summer2021
ENV107,Environmental Science,3,C,Summer2021
ENV107L,Environmental Science Lab,1,B,Summer2021
GEO205,Geography,3,W,Summer2021
BIO103,Biology I,3,D,Summer2021
ECO104,Intro to Macroeconomics,3,C+,Fall2021
HIS103,History of South Asia,3,B+,Fall2021
MGT321,Organizational Behavior,3,C+,Fall2021
HIS102,World Civilization,3,C+,Fall2021
