course_code,course_name,credits,grade,semester
ECO101,Intro to Microeconomics,3,D,Fall2019
ENG103,Intermediate Composition,3,C,Fall2019
ACT201,Intro to Financial Accounting,3,D,Fall2019
MIS107,Introduction to Computers,3,C-,Spring2020
BUS251,Business Communication,3,C,Summer2020
ACT202,Intro to Managerial Accounting,3,C,Summer2020
LAW200,Legal Environment of Business,3,F,Fall2020
ECO104,Intro to Macroeconomics,3,D,Spring2021
INB372,International Business,3,C,Spring2021
MIS207,Management Information Systems,3,F,Spring2021
MGT368,Entrepreneurship,3,B,Summer2021
MKT202,Introduction to Marketing,3,C-,Summer2021
LAW200,Legal Environment of Business,3,B-,Summer2021
ENG105,Advanced Composition,3,F,Fall2021
MIS207,Management Information Systems,3,D+,Spring2022
PHI401,Ethics / Philosophy,3,B,Spring2022
BEN205,Bengali Literature,3,C-,Spring2022
ENG105,Advanced Composition,3,C,Summer2022
MGT212,Principles of Management,3,C-,Summer2022
POL101,Intro to Political Science,3,D,Fall2022
PAD201,Public Administration,3,C-,Fall2022
SOC101,Intro to Sociology,3,D+,Fall2022
PHY107,Physics I,3,C,Spring2023
PHY107L,Physics I Lab,1,D,Spring2023
BIO103,Biology I,3,D+,Spring2023
ENV107,Environmental Science,3,D+,Spring2023
HIS205,Modern History,3,C+,Summer2023
HIS101,Bangladesh History,3,C-,Summer2023
