course_code,course_name,credits,grade,semester
MKT202,Introduction to Marketing,3,C-,Spring2021
ACT201,Intro to Financial Accounting,3,B-,Spring2021
ECO101,Intro to Microeconomics,3,B,Spring2021
ACT202,Intro to Managerial Accounting,3,B+,Summer2021
MIS107,Introduction to Computers,3,C,Summer2021
BUS251,Business Communication,3,C+,Summer2021
ECO104,Intro to Macroeconomics,3,D+,Fall2021
LAW200,Legal Environment of Business,3,W,Fall2021
MIS207,Management Information Systems,3,B-,Spring2022
INB372,International Business,3,C-,Spring2022
ENG103,Intermediate Composition,3,C+,Spring2022
MGT368,Entrepreneurship,3,B-,Spring2022
PHI401,Ethics / Philosophy,3,F,Summer2022
MGT212,Principles of Management,3,B-,Summer2022
ENG115,English Literature,3,D,Summer2022
LAW200,Legal Environment of Business,3,C+,Summer2022
PHI401,Ethics / Philosophy,3,D+,Fall2022
POL101,Intro to Political Science,3,A-,Fall2022
GEO205,Geography,3,F,Spring2023
SOC101,Intro to Sociology,3,D+,Spring2023
BIO103,Biology I,3,F,Spring2023
ENG105,Advanced Composition,3,C-,Spring2023
CHE101,Chemistry I,3,C+,Summer2023
BIO103,Biology I,3,D,Summer2023
BIO103L,Biology I Lab,1,B-,Summer2023
PHY107,Physics I,3,C+,Summer2023
PHY107L,Physics I Lab,1,C-,Summer2023
PBH101,Public Health,3,B-,Summer2023
PBH101L,Public Health Lab,1,B,Summer2023
MIS310,Systems Analysis,3,B-,Fall2023
HIS102,World Civilization,3,B,Fall2023
HIS205,Modern History,3,B,Fall2023
MIS210,Computer Programming,3,B+,Fall2023
