course_code,course_name,credits,grade,semester
ECO101,Intro to Microeconomics,3,C,Summer2019
INB372,International Business,3,B,Summer2019
ACT201,Intro to Financial Accounting,3,A,Summer2019
MKT202,Introduction to Marketing,3,B+,Summer2019
LAW200,Legal Environment of Business,3,B,Summer2019
MIS207,Management Information Systems,3,A,Fall2019
MIS107,Introduction to Computers,3,B+,Fall2019
ECO104,Intro to Macroeconomics,3,B+,Fall2019
ACT202,Intro to Managerial Accounting,3,C-,Fall2019
MGT368,Entrepreneurship,3,B+,Spring2020
PHI401,Ethics / Philosophy,3,A,Spring2020
CHN101,Chinese Language,3,D,Spring2020
BEN205,Bengali Literature,3,B,Spring2020
MGT212,Principles of Management,3,D+,Spring2020
BUS251,Business Communication,3,B-,Summer2020
POL101,Intro to Political Science,3,C+,Summer2020
PAD201,Public Administration,3,A-,Summer2020
SOC101,Intro to Sociology,3,D+,Fall2020
PBH101,Public Health,3,A-,Fall2020
GEO205,Geography,3,A-,Fall2020
ENV107,Environmental Science,3,B-,Fall2020
MGT330,Designing Effective Organizations,3,C-,Spring2021
HIS205,Modern History,3,C,Spring2021
MGT321,Organizational Behavior,3,C,Spring2021
HIS102,World Civilization,3,B,Spring2021
MGT350,Managing Quality,3,W,Summer2021
MGT490,Project Management,3,F,Summer2021
HRM370,Managerial Skill Development,3,C+,Summer2021
MGT410,Entrepreneurship II,3,A,Fall2021
HRM450,Industrial Relations,3,C,Fall2021
MGT490,Project Management,3,D+,Fall2021
MIS320,IT for Managers,3,B-,Spring2022
HRM470,Negotiations,3,C,Spring2022
MGT350,Managing Quality,3,A,Spring2022
