course_code,course_name,credits,grade,semester
LAW200,Legal Environment of Business,3,C-,Spring2021
MIS107,Introduction to Computers,3,C+,Spring2021
BUS251,Business Communication,3,D,Spring2021
MKT202,Introduction to Marketing,3,D+,Spring2021
ACT201,Intro to Financial Accounting,3,B,Summer2021
INB372,International Business,3,D+,Summer2021
ECO101,Intro to Microeconomics,3,F,Summer2021
PHI401,Ethics / Philosophy,3,C+,Fall2021
BEN205,Bengali Literature,3,C,Fall2021
ACT202,Intro to Managerial Accounting,3,F,Fall2021
MIS207,Management Information Systems,3,D+,Fall2021
MGT212,Principles of Management,3,D,Fall2021
POL101,Intro to Political Science,3,F,Spring2022
MGT368,Entrepreneurship,3,B-,Spring2022
PAD201,Public Administration,3,D+,Spring2022
ECO101,Intro to Microeconomics,3,B,Spring2022
ACT202,Intro to Managerial Accounting,3,C-,Spring2022
SOC101,Intro to Sociology,3,C-,Summer2022
GEO205,Geography,3,C-,Summer2022
ENV107,Environmental Science,3,C,Summer2022
PBH101,Public Health,3,D,Summer2022
BIO103,Biology I,3,D,Summer2022
BIO103L,Biology I Lab,1,F,Summer2022
HIS101,Bangladesh History,3,B-,Fall2022
HIS205,Modern History,3,C+,Fall2022
HIS103,History of South Asia,3,C,Fall2022
HIS102,World Civilization,3,B,Fall2022
ECO104,Intro to Macroeconomics,3,C-,Fall2022
FIN440,Corporate Finance,3,F,Spring2023
FIN464,Derivatives,3,D,Spring2023
FIN444,International Financial Management,3,C,Spring2023
FIN435,Investment Theory,3,F,Spring2023
FIN440,Corporate Finance,3,D+,Summer2023
FIN455,Financial Modelling Using Excel,3,C+,Summer2023
FIN433,Financial Markets and Institutions,3,D,Summer2023
