course_code,course_name,credits,grade,semester
BUS251,Business Communication,3,I,Summer2019
MKT202,Introduction to Marketing,3,C-,Summer2019
ACT201,Intro to Financial Accounting,3,D+,Summer2019
ACT202,Intro to Managerial Accounting,3,D+,Fall2019
ECO101,Intro to Microeconomics,3,D,Fall2019
MIS207,Management Information Systems,3,C-,Spring2020
ECO104,Intro to Macroeconomics,3,D+,Spring2020
MIS107,Introduction to Computers,3,F,Spring2020
LAW200,Legal Environment of Business,3,D,Spring2020
BUS251,Business Communication,3,D,Summer2020
MIS107,Introduction to Computers,3,F,Summer2020
MGT212,Principles of Management,3,F,Fall2020
MGT368,Entrepreneurship,3,D+,Fall2020
PHI401,Ethics / Philosophy,3,F,Fall2020
BEN205,Bengali Literature,3,C-,Fall2020
POL101,Intro to Political Science,3,D,Spring2021
INB372,International Business,3,I,Spring2021
MGT212,Principles of Management,3,D+,Spring2021
GEO205,Geography,3,D+,Summer2021
INB372,International Business,3,F,Summer2021
MIS107,Introduction to Computers,3,D,Summer2021
INB372,International Business,3,D,Fall2021
ENV107,Environmental Science,3,C-,Fall2021
ENV107L,Environmental Science Lab,1,D,Fall2021
PBH101,Public Health,3,D+,Fall2021
PBH101L,Public Health Lab,1,D,Fall2021
PHI401,Ethics / Philosophy,3,D+,Spring2022
HIS101,Bangladesh History,3,D+,Spring2022
HRM360,Planning and Staffing,3,D+,Summer2022
HIS103,History of South Asia,3,D+,Summer2022
HRM340,Training and Development,3,D,Summer2022
HRM499,Special Topics in HRM,3,D,Fall2022
HRM370,Managerial Skill Development,3,F,Fall2022
HRM450,Industrial Relations,3,D+,Spring2023
HRM380,Compensation Theory and Practice,3,F,Spring2023
HRM370,Managerial Skill Development,3,F,Spring2023
HRM370,Managerial Skill Development,3,F,Summer2023
HRM380,Compensation Theory and Practice,3,D+,Summer2023
HRM370,Managerial Skill Development,3,C-,Fall2023
HRM470,Negotiations,3,D,Fall2023
