course_code,course_name,credits,grade,semester
INB372,International Business,3,B+,Spring2019
ECO101,Intro to Microeconomics,3,C+,Spring2019
BUS251,Business Communication,3,B,Spring2019
MIS207,Management Information Systems,3,A,Spring2019
MIS107,Introduction to Computers,3,A,Spring2019
ACT201,Intro to Financial Accounting,3,B+,Spring2019
MGT212,Principles of Management,3,A,Summer2019
MGT368,Entrepreneurship,3,B+,Summer2019
ACT202,Intro to Managerial Accounting,3,A-,Summer2019
ECO104,Intro to Macroeconomics,3,B+,Summer2019
MKT202,Introduction to Marketing,3,B,Summer2019
BEN205,Bengali Literature,3,B,Summer2019
SOC101,Intro to Sociology,3,B-,Fall2019
POL101,Intro to Political Science,3,A,Fall2019
POL104,Political Science,3,B,Fall2019
PHI401,Ethics / Philosophy,3,A,Fall2019
GEO205,Geography,3,A,Fall2019
ANT101,Anthropology,3,B+,Fall2019
CHE101,Chemistry I,3,B+,Spring2020
CHE101L,Chemistry I Lab,1,B,Spring2020
ENV107,Environmental Science,3,A-,Spring2020
LAW200,Legal Environment of Business,3,B+,Spring2020
BIO103,Biology I,3,A,Spring2020
BIO103L,Biology I Lab,1,A-,Spring2020
PSY101,Intro to Psychology,3,A-,Spring2020
PSY101L,Psychology Lab,1,B+,Spring2020
MIS310,Systems Analysis,3,B-,Summer2020
MIS210,Computer Programming,3,B,Summer2020
MIS320,IT for Managers,3,B+,Summer2020
HIS205,Modern History,3,B,Summer2020
HIS101,Bangladesh History,3,B+,Summer2020
MIS410,Systems Design,3,A,Fall2020
MIS470,IT Project Management,3,A-,Fall2020
MIS330,Database Systems,3,A,Fall2020
MGT490,Project Management,3,B+,Fall2020
MIS499,Special Topics in MIS,3,A,Fall2020
MIS450,IS Security,3,A,Spring2021
BUS498,Internship,4,B+,Summer2024
