course_code,course_name,credits,grade,semester
LAW200,Legal Environment of Business,3,A,Summer2022
MIS207,Management Information Systems,3,A,Summer2022
BUS251,Business Communication,3,C+,Summer2022
ECO101,Intro to Microeconomics,3,A,Summer2022
INB372,International Business,3,A,Summer2022
MIS107,Introduction to Computers,3,B,Summer2022
ACT201,Intro to Financial Accounting,3,B,Fall2022
MGT368,Entrepreneurship,3,A,Fall2022
MKT202,Introduction to Marketing,3,A,Fall2022
PHI401,Ethics / Philosophy,3,B+,Fall2022
MGT212,Principles of Management,3,B,Spring2023
POL101,Intro to Political Science,3,A,Spring2023
ENG115,English Literature,3,B+,Spring2023
CHN101,Chinese Language,3,B+,Spring2023
ACT202,Intro to Managerial Accounting,3,A-,Spring2023
ANT101,Anthropology,3,A,Summer2023
PSY101,Intro to Psychology,3,A,Summer2023
SOC101,Intro to Sociology,3,A-,Summer2023
PBH101,Public Health,3,A,Summer2023
ENV107,Environmental Science,3,A,Summer2023
BIO103,Biology I,3,A-,Summer2023
BIO103L,Biology I Lab,1,A-,Summer2023
HIS101,Bangladesh History,3,B,Fall2023
ECO104,Intro to Macroeconomics,3,A,Fall2023
HIS205,Modern History,3,A,Fall2023
HIS103,History of South Asia,3,B,Fall2023
FIN480,Behavioural Finance,3,A-,Spring2024
FIN435,Investment Theory,3,A,Spring2024
FIN455,Financial Modelling Using Excel,3,B,Spring2024
FIN433,Financial Markets and Institutions,3,B,Spring2024
FIN464,Derivatives,3,B,Spring2024
FIN470,Insurance and Risk Management,3,B+,Spring2024
