course_code,course_name,credits,grade,semester
MKT202,Introduction to Marketing,3,C+,Summer2019
ACT201,Intro to Financial Accounting,3,A-,Summer2019
MIS107,Introduction to Computers,3,D+,Summer2019
ACT202,Intro to Managerial Accounting,3,C+,Fall2019
INB372,International Business,3,C,Fall2019
ECO101,Intro to Microeconomics,3,F,Fall2019
ENG103,Intermediate Composition,3,A-,Fall2019
MIS207,Management Information Systems,3,A,Fall2019
ENG105,Advanced Composition,3,F,Spring2020
PHI401,Ethics / Philosophy,3,A-,Spring2020
ECO101,Intro to Microeconomics,3,B-,Spring2020
MGT368,Entrepreneurship,3,C+,Spring2020
LAW200,Legal Environment of Business,3,A-,Spring2020
ENG105,Advanced Composition,3,F,Summer2020
ECO104,Intro to Macroeconomics,3,C-,Summer2020
CHN101,Chinese Language,3,D+,Summer2020
BEN205,Bengali Literature,3,B+,Summer2020
BUS251,Business Communication,3,A-,Summer2020
PAD201,Public Administration,3,A-,Fall2020
POL101,Intro to Political Science,3,D+,Fall2020
ENG105,Advanced Composition,3,B+,Fall2020
MGT212,Principles of Management,3,D+,Spring2021
SOC101,Intro to Sociology,3,A,Spring2021
ANT101,Anthropology,3,B+,Spring2021
BIO103,Biology I,3,B-,Spring2021
BIO103L,Biology I Lab,1,A-,Spring2021
ECO204,Intermediate Macroeconomics,3,D+,Summer2021
HIS103,History of South Asia,3,C,Summer2021
HIS101,Bangladesh History,3,D,Summer2021
HIS205,Modern History,3,C+,Summer2021
