course_code,course_name,credits,grade,semester
CSE115,Programming Language I,3,F,Fall2020
CSE115,Programming Language I,3,B-,Spring2021
CSE115L,Programming Language I Lab,1,C-,Spring2021
CSE173,Discrete Mathematics,3,D,Summer2021
MAT116,Pre-Calculus,3,C,Summer2021
MAT120,Calculus I,3,F,Fall2021
MAT120,Calculus I,3,B,Spring2022
CSE215,Programming Language II,3,C+,Spring2022
CSE215L,Programming Language II Lab,1,D+,Spring2022
CSE299,Junior Design Project,1,C+,Spring2022
CSE225,Data Structures & Algorithms,3,D,Summer2022
CSE231,Digital Logic Design,3,B-,Fall2022
CSE231L,Digital Logic Design Lab,1,C+,Fall2022
CSE332,Computer Organization & Architecture,3,D+,Spring2023
MAT130,Calculus II,3,D,Spring2023
MAT250,Calculus III,3,D,Summer2023
CSE225L,Data Structures & Algorithms Lab,1,D+,Fall2023
CSE311,Database Management Systems,3,D+,Spring2024
CSE311L,Database Management Systems Lab,1,C+,Spring2024
CSE323,Operating Systems Design,3,C,Summer2024
CSE327,Software Engineering,3,C-,Summer2024
CSE331,Microprocessor Interfacing,3,D+,Fall2024
CSE331L,Microprocessor Interfacing Lab,1,D,Fall2024
CSE331L,Microprocessor Interfacing Lab,1,C,Fall2024
PHI104,Introduction to Ethics,3,D+,Fall2024
