course_code,course_name,credits,grade,semester
CHE101,Chemistry I,3,B,Spring2019
CHE101L,Chemistry I Lab,1,A,Spring2019
MAT125,Linear Algebra,3,B,Spring2019
CSE225L,Data Structures & Algorithms Lab,1,B,Spring2019
CSE231L,Digital Logic Design Lab,1,B,Spring2019
PHY108,Physics II,3,B+,Spring2019
PHY108L,Physics II Lab,1,B,Spring2019
ENG103,Intermediate Composition,3,B+,Summer2019
CSE101,Introduction to Python Programming,3,A,Summer2019
EEE141,Electrical Circuits I,3,C,Summer2019
EEE141L,Electrical Circuits I Lab,1,B-,Summer2019
HIS101,Bangladesh History,3,B,Fall2019
PHI104,Introduction to Ethics,3,C,Fall2019
CSE311L,Database Management Systems Lab,1,C+,Fall2019
BUS251,Business Communication,3,C,Spring2020
INB450,Global Entrepreneurship,3,B-,Spring2020
ECO101,Intro to Microeconomics,3,B-,Spring2020
INB480,Global Business Strategy,3,A-,Summer2020
INB495,Special Topics in INB,3,C+,Summer2020
ENG105,Advanced Composition,3,B,Summer2020
MKT382,International Marketing,3,B+,Summer2020
ACT201,Intro to Financial Accounting,3,A,Fall2020
MKT417,Export-Import Management,3,B-,Fall2020
MGT212,Principles of Management,3,C,Fall2020
INB415,Emerging Markets,3,A,Fall2020
MIS107,Introduction to Computers,3,D,Fall2020
MIS207,Management Information Systems,3,C+,Spring2021
MKT202,Introduction to Marketing,3,C-,Spring2021
PHI401,Ethics / Philosophy,3,B+,Spring2021
INB490,Cross-Cultural Management,3,D,Spring2021
MGT368,Entrepreneurship,3,F,Summer2021
ECO104,Intro to Macroeconomics,3,C-,Summer2021
INB350,International Business Negotiation,3,C+,Summer2021
INB372,International Business,3,D,Summer2021
