course_code,course_name,credits,grade,semester
LAW200,Legal Environment of Business,3,W,Spring2021
BUS251,Business Communication,3,W,Spring2021
ECO101,Intro to Microeconomics,3,D,Spring2021
INB372,International Business,3,W,Spring2021
MIS107,Introduction to Computers,3,W,Spring2021
MKT202,Introduction to Marketing,3,F,Summer2021
LAW200,Legal Environment of Business,3,W,Summer2021
BUS251,Business Communication,3,W,Summer2021
ECO104,Intro to Macroeconomics,3,B,Summer2021
MKT202,Introduction to Marketing,3,C,Fall2021
ACT201,Intro to Financial Accounting,3,A,Fall2021
LAW200,Legal Environment of Business,3,W,Fall2021
MIS207,Management Information Systems,3,D,Fall2021
MIS107,Introduction to Computers,3,B+,Fall2021
MGT368,Entrepreneurship,3,B+,Spring2022
MGT212,Principles of Management,3,W,Spring2022
PHI401,Ethics / Philosophy,3,W,Spring2022
BUS251,Business Communication,3,W,Spring2022
INB372,International Business,3,C+,Spring2022
PHI401,Ethics / Philosophy,3,B+,Summer2022
ACT202,Intro to Managerial Accounting,3,A,Summer2022
LAW200,Legal Environment of Business,3,F,Summer2022
BEN205,Bengali Literature,3,C+,Fall2022
CHN101,Chinese Language,3,B+,Fall2022
LAW200,Legal Environment of Business,3,W,Fall2022
BUS251,Business Communication,3,W,Fall2022
LAW200,Legal Environment of Business,3,W,Spring2023
MGT212,Principles of Management,3,W,Spring2023
POL101,Intro to Political Science,3,W,Spring2023
POL101,Intro to Political Science,3,F,Summer2023
SOC101,Intro to Sociology,3,W,Summer2023
LAW200,Legal Environment of Business,3,W,Summer2023
PAD201,Public Administration,3,B+,Summer2023
BUS251,Business Communication,3,W,Summer2023
SOC101,Intro to Sociology,3,F,Fall2023
GEO205,Geography,3,A,Fall2023
MGT212,Principles of Management,3,D,Fall2023
