course_code,course_name,credits,grade,semester
BUS251,Business Communication,3,C,Summer2019
ACT201,Intro to Financial Accounting,3,C+,Summer2019
MIS107,Introduction to Computers,3,C-,Summer2019
MGT212,Principles of Management,3,C,Fall2019
MIS207,Management Information Systems,3,C-,Fall2019
MKT202,Introduction to Marketing,3,B-,Fall2019
ECO101,Intro to Microeconomics,3,D+,Fall2019
ACT202,Intro to Managerial Accounting,3,B,Fall2019
LAW200,Legal Environment of Business,3,F,Spring2020
BEN205,Bengali Literature,3,D,Spring2020
INB372,International Business,3,D,Spring2020
PHI401,Ethics / Philosophy,3,B-,Spring2020
ECO104,Intro to Macroeconomics,3,C,Spring2020
GEO205,Geography,3,C,Summer2020
LAW200,Legal Environment of Business,3,B-,Summer2020
MGT368,Entrepreneurship,3,B-,Summer2020
SOC101,Intro to Sociology,3,D,Summer2020
PAD201,Public Administration,3,F,Summer2020
PSY101,Intro to Psychology,3,B,Fall2020
PSY101L,Psychology Lab,1,C+,Fall2020
PAD201,Public Administration,3,C,Fall2020
PBH101,Public Health,3,C+,Fall2020
BIO103,Biology I,3,F,Fall2020
POL104,Political Science,3,C-,Fall2020
ACT310,Intermediate Accounting I,3,C,Spring2021
HIS101,Bangladesh History,3,C+,Spring2021
ACT320,Intermediate Accounting II,3,C,Spring2021
HIS102,World Civilization,3,C,Spring2021
