course_code,course_name,credits,grade,semester
MKT202,Introduction to Marketing,3,D,Summer2021
ACT201,Intro to Financial Accounting,3,C-,Summer2021
MIS107,Introduction to Computers,3,B-,Summer2021
INB372,International Business,3,W,Fall2021
ECO101,Intro to Microeconomics,3,D,Fall2021
ACT202,Intro to Managerial Accounting,3,C,Fall2021
ECO104,Intro to Macroeconomics,3,C,Spring2022
LAW200,Legal Environment of Business,3,C-,Spring2022
INB372,International Business,3,C,Spring2022
MIS207,Management Information Systems,3,B,Summer2022
BUS251,Business Communication,3,C+,Summer2022
MGT212,Principles of Management,3,A-,Summer2022
MGT368,Entrepreneurship,3,C-,Fall2022
PHI401,Ethics / Philosophy,3,C-,Fall2022
ENG115,English Literature,3,W,Fall2022
BEN205,Bengali Literature,3,D+,Fall2022
POL104,Political Science,3,D,Fall2022
PSY101,Intro to Psychology,3,D+,Spring2023
PSY101L,Psychology Lab,1,C-,Spring2023
SOC101,Intro to Sociology,3,B,Spring2023
GEO205,Geography,3,F,Spring2023
PBH101,Public Health,3,B,Spring2023
PBH101L,Public Health Lab,1,B,Spring2023
ANT101,Anthropology,3,B-,Spring2023
HIS103,History of South Asia,3,B+,Summer2023
HIS102,World Civilization,3,C,Summer2023
INB480,Global Business Strategy,3,D,Summer2023
INB490,Cross-Cultural Management,3,C+,Summer2023
HIS101,Bangladesh History,3,C-,Summer2023
