course_code,course_name,credits,grade,semester
MIS207,Management Information Systems,3,B-,Spring2019
INB372,International Business,3,A-,Spring2019
ACT201,Intro to Financial Accounting,3,B-,Spring2019
BUS251,Business Communication,3,B+,Spring2019
MIS107,Introduction to Computers,3,A,Spring2019
LAW200,Legal Environment of Business,3,B,Spring2019
MGT368,Entrepreneurship,3,A,Summer2019
MGT212,Principles of Management,3,C-,Summer2019
PHI401,Ethics / Philosophy,3,A-,Summer2019
MKT202,Introduction to Marketing,3,A-,Summer2019
POL101,Intro to Political Science,3,B-,Fall2019
BEN205,Bengali Literature,3,B-,Fall2019
POL104,Political Science,3,A-,Fall2019
ECO101,Intro to Microeconomics,3,B,Fall2019
PAD201,Public Administration,3,B,Fall2019
ACT202,Intro to Managerial Accounting,3,B+,Fall2019
ECO104,Intro to Macroeconomics,3,C,Spring2020
GEO205,Geography,3,C,Spring2020
BIO103,Biology I,3,B,Spring2020
BIO103L,Biology I Lab,1,A-,Spring2020
ANT101,Anthropology,3,C,Spring2020
MGT330,Designing Effective Organizations,3,B,Summer2020
HIS102,World Civilization,3,B-,Summer2020
HIS205,Modern History,3,A,Summer2020
MGT321,Organizational Behavior,3,B+,Summer2020
HRM370,Managerial Skill Development,3,B,Summer2020
HRM450,Industrial Relations,3,B+,Fall2020
MGT490,Project Management,3,A-,Fall2020
MGT410,Entrepreneurship II,3,B-,Fall2020
MGT350,Managing Quality,3,B+,Fall2020
MIS320,IT for Managers,3,B,Fall2020
HRM470,Negotiations,3,A,Fall2020
