course_code,course_name,credits,grade,semester
MAT120,Calculus I,3,C,Spring2019
CSE115,Programming Language I,3,B+,Summer2019
MAT130,Calculus II,3,C+,Summer2019
CSE173,Discrete Mathematics,3,B,Fall2019
MAT250,Calculus III,3,A,Fall2019
ANT101,Anthropology,3,B+,Fall2019
CSE215,Programming Language II,3,T,Spring2020
CSE215L,Programming Language II Lab,1,T,Spring2020
CSE226,Fundamentals of Vibe Coding,3,C,Spring2020
CSE225,Data Structures & Algorithms,3,C,Summer2020
CSE225L,Data Structures & Algorithms Lab,1,A-,Summer2020
PHI104,Introduction to Ethics,3,T,Summer2020
CSE231,Digital Logic Design,3,B,Fall2020
CSE231L,Digital Logic Design Lab,1,T,Fall2020
CSE332,Computer Organization & Architecture,3,A-,Spring2021
CSE299,Junior Design Project,1,T,Spring2021
HIS102,World Civilization,3,C+,Spring2021
CSE311,Database Management Systems,3,B,Summer2021
CSE311L,Database Management Systems Lab,1,B,Summer2021
CSE323,Operating Systems Design,3,A-,Fall2021
CSE327,Software Engineering,3,T,Fall2021
CSE331,Microprocessor Interfacing,3,T,Spring2022
CSE331L,Microprocessor Interfacing Lab,1,B+,Spring2022
CSE331L,Microprocessor Interfacing Lab,1,T,Spring2022
CSE373,Design & Analysis of Algorithms,3,A-,Summer2022
CSE425,Concepts of Programming Languages,3,C,Summer2022
PHY108L,Physics II Lab,1,T,Summer2022
EEE141,Electrical Circuits I,3,T,Fall2022
EEE141L,Electrical Circuits I Lab,1,B,Fall2022
EEE111,Analog Electronics I,3,A,Spring2023
EEE111L,Analog Electronics I Lab,1,B,Spring2023
EEE111L,Analog Electronics I Lab,1,A-,Spring2023
CSE115L,Programming Language I Lab,1,T,Summer2023
MAT125,Linear Algebra,3,B,Summer2023
CSE423,Data Mining,3,A,Summer2023
MAT350,Complex Variables,3,T,Fall2023
MAT361,Discrete Mathematics II,3,B,Fall2023
PHY107,Physics I,3,A,Spring2024
PHY107L,Physics I Lab,1,C,Spring2024
PHY107L,Physics I Lab,1,A-,Spring2024
PHY108,Physics II,3,A,Summer2024
CHE101,Chemistry I,3,B+,Summer2024
CHE101L,Chemistry I Lab,1,T,Summer2024
