course_code,course_name,credits,grade,semester
ACT201,Intro to Financial Accounting,3,C,Spring2020
ECO101,Intro to Microeconomics,3,B-,Spring2020
MKT202,Introduction to Marketing,3,B-,Summer2020
BUS251,Business Communication,3,C+,Summer2020
MIS107,Introduction to Computers,3,C,Summer2020
ENG103,Intermediate Composition,3,F,Fall2020
INB372,International Business,3,C,Spring2021
ACT202,Intro to Managerial Accounting,3,C+,Spring2021
ENG103,Intermediate Composition,3,C+,Spring2021
ECO104,Intro to Macroeconomics,3,D+,Summer2021
MGT212,Principles of Management,3,C+,Fall2021
ENG105,Advanced Composition,3,B,Spring2022
LAW200,Legal Environment of Business,3,D+,Spring2022
MGT368,Entrepreneurship,3,D,Spring2022
BEN205,Bengali Literature,3,D,Summer2022
ENG115,English Literature,3,D,Summer2022
MIS207,Management Information Systems,3,D,Fall2022
POL101,Intro to Political Science,3,C,Fall2022
PHI401,Ethics / Philosophy,3,C,Spring2023
ANT101,Anthropology,3,B-,Spring2023
SOC101,Intro to Sociology,3,C,Spring2023
