course_code,course_name,credits,grade,semester
CSE145,Introduction to Artificial Intelligence,3,A-,Fall2019
CSE331L,Microprocessor Interfacing Lab,1,B-,Fall2019
PHY108,Physics II,3,A-,Fall2019
PHY108L,Physics II Lab,1,B-,Fall2019
CHE101,Chemistry I,3,A-,Spring2020
CHE101L,Chemistry I Lab,1,C+,Spring2020
HIS102,World Civilization,3,B,Spring2020
CSE231L,Digital Logic Design Lab,1,C-,Spring2020
PHI104,Introduction to Ethics,3,C-,Summer2020
EEE141,Electrical Circuits I,3,A,Summer2020
EEE141L,Electrical Circuits I Lab,1,C+,Summer2020
BIO103L,Biology I Lab,1,A-,Summer2020
ENG111,Public Speaking,3,C+,Fall2020
CSE226,Fundamentals of Vibe Coding,3,B+,Fall2020
ENG105,Advanced Composition,3,B-,Fall2020
CSE115L,Programming Language I Lab,1,A-,Fall2020
ACT201,Intro to Financial Accounting,3,B,Spring2021
MIS107,Introduction to Computers,3,A-,Spring2021
MIS207,Management Information Systems,3,B,Spring2021
MKT202,Introduction to Marketing,3,B,Spring2021
ACT360,Advanced Managerial Accounting,3,B,Spring2021
ACT430,Accounting Information Systems,3,D,Summer2021
MGT368,Entrepreneurship,3,A-,Summer2021
ACT370,Taxation,3,B+,Summer2021
LAW200,Legal Environment of Business,3,C,Fall2021
ACT410,Financial Statement Analysis,3,B,Fall2021
PHI401,Ethics / Philosophy,3,B-,Fall2021
ACT460,Advanced Financial Accounting,3,D+,Fall2021
MGT212,Principles of Management,3,A,Fall2021
ACT202,Intro to Managerial Accounting,3,C,Spring2022
BUS251,Business Communication,3,F,Spring2022
ECO101,Intro to Microeconomics,3,D,Spring2022
INB372,International Business,3,B,Spring2022
ACT380,Audit and Assurance,3,A,Spring2022
ACT320,Intermediate Accounting II,3,B+,Summer2022
ACT310,Intermediate Accounting I,3,D+,Summer2022
BUS251,Business Communication,3,B,Summer2022
