course_code,course_name,credits,grade,semester
MIS107,Introduction to Computers,3,B,Fall2019
MKT202,Introduction to Marketing,3,A,Fall2019
ACT201,Intro to Financial Accounting,3,B+,Fall2019
LAW200,Legal Environment of Business,3,C+,Fall2019
MGT212,Principles of Management,3,B+,Spring2020
ACT202,Intro to Managerial Accounting,3,B+,Spring2020
INB372,International Business,3,B+,Spring2020
BUS251,Business Communication,3,B+,Spring2020
MIS207,Management Information Systems,3,B,Summer2020
ECO101,Intro to Microeconomics,3,B+,Summer2020
MGT368,Entrepreneurship,3,C,Summer2020
BEN205,Bengali Literature,3,B-,Summer2020
PHI401,Ethics / Philosophy,3,B+,Fall2020
PAD201,Public Administration,3,A,Fall2020
ECO104,Intro to Macroeconomics,3,B,Fall2020
SOC101,Intro to Sociology,3,B-,Fall2020
CHE101,Chemistry I,3,C,Spring2021
BIO103,Biology I,3,B+,Spring2021
BIO103L,Biology I Lab,1,B+,Spring2021
ENV107,Environmental Science,3,B-,Spring2021
ENV107L,Environmental Science Lab,1,A,Spring2021
PBH101,Public Health,3,B+,Spring2021
PHY107,Physics I,3,B,Spring2021
PHY107L,Physics I Lab,1,A-,Spring2021
HIS205,Modern History,3,C+,Summer2021
HIS101,Bangladesh History,3,B-,Summer2021
HIS103,History of South Asia,3,A-,Summer2021
MKT344,Consumer Behaviour,3,A,Fall2021
MKT337,Promotional Management,3,B-,Fall2021
MKT460,Strategic Marketing,3,B,Fall2021
MKT412,Services Marketing,3,B-,Fall2021
MKT470,Marketing Research,3,B-,Spring2022
MKT417,Export-Import Management,3,B,Spring2022
MKT382,International Marketing,3,C,Spring2022
MKT330,Retail Management,3,C+,Spring2022
MKT450,Marketing Channels,3,C+,Summer2022
MKT445,Sales Management,3,B+,Summer2022
MKT355,Agricultural Marketing,3,C,Summer2022
BUS498,Internship,4,C+,Fall2024
