course_code,course_name,credits,grade,semester
MKT202,Introduction to Marketing,3,W,Spring2021
ACT201,Intro to Financial Accounting,3,C+,Spring2021
MIS107,Introduction to Computers,3,W,Spring2021
BUS251,Business Communication,3,W,Spring2021
ACT202,Intro to Managerial Accounting,3,C,Summer2021
MKT202,Introduction to Marketing,3,B,Summer2021
MIS107,Introduction to Computers,3,C,Summer2021
ECO101,Intro to Microeconomics,3,B,Fall2021
INB372,International Business,3,C+,Fall2021
MIS207,Management Information Systems,3,B,Fall2021
LAW200,Legal Environment of Business,3,W,Fall2021
BEN205,Bengali Literature,3,C,Spring2022
BUS251,Business Communication,3,C+,Spring2022
MGT368,Entrepreneurship,3,W,Spring2022
PHI401,Ethics / Philosophy,3,F,Spring2022
MGT212,Principles of Management,3,C,Spring2022
POL101,Intro to Political Science,3,B,Summer2022
LAW200,Legal Environment of Business,3,W,Summer2022
POL104,Political Science,3,B+,Summer2022
ECO104,Intro to Macroeconomics,3,B,Summer2022
PAD201,Public Administration,3,B+,Summer2022
MGT368,Entrepreneurship,3,W,Fall2022
ANT101,Anthropology,3,B,Fall2022
PHI401,Ethics / Philosophy,3,W,Fall2022
LAW200,Legal Environment of Business,3,W,Fall2022
LAW200,Legal Environment of Business,3,W,Spring2023
PBH101,Public Health,3,W,Spring2023
ENV107,Environmental Science,3,W,Spring2023
PHI401,Ethics / Philosophy,3,A,Spring2023
PBH101,Public Health,3,C,Summer2023
LAW200,Legal Environment of Business,3,B,Summer2023
ENV107,Environmental Science,3,W,Summer2023
