course_code,course_name,credits,grade,semester
MIS107,Introduction to Computers,3,C+,Fall2021
ECO101,Intro to Microeconomics,3,B+,Fall2021
ACT201,Intro to Financial Accounting,3,B,Fall2021
LAW200,Legal Environment of Business,3,D,Spring2022
ECO104,Intro to Macroeconomics,3,A,Spring2022
BUS251,Business Communication,3,C-,Spring2022
MIS207,Management Information Systems,3,C-,Summer2022
MKT202,Introduction to Marketing,3,C+,Summer2022
MGT368,Entrepreneurship,3,B+,Summer2022
MGT212,Principles of Management,3,B,Summer2022
INB372,International Business,3,B,Summer2022
PHI401,Ethics / Philosophy,3,C+,Fall2022
BEN205,Bengali Literature,3,B,Fall2022
ACT202,Intro to Managerial Accounting,3,B-,Fall2022
SOC101,Intro to Sociology,3,B,Spring2023
POL101,Intro to Political Science,3,D+,Spring2023
PAD201,Public Administration,3,D+,Spring2023
BIO103,Biology I,3,D,Summer2023
BIO103L,Biology I Lab,1,A,Summer2023
PSY101,Intro to Psychology,3,A-,Summer2023
PSY101L,Psychology Lab,1,B-,Summer2023
PHY107,Physics I,3,A,Summer2023
PHY107L,Physics I Lab,1,A,Summer2023
HIS101,Bangladesh History,3,C,Summer2023
ENV107,Environmental Science,3,C+,Summer2023
