course_code,course_name,credits,grade,semester
CSE311L,Database Management Systems Lab,1,C-,Spring2021
ENG103,Intermediate Composition,3,A-,Spring2021
CHE101L,Chemistry I Lab,1,B+,Spring2021
CSE327,Software Engineering,3,B+,Spring2021
CSE101,Introduction to Python Programming,3,B+,Summer2021
BIO103,Biology I,3,B-,Summer2021
BIO103L,Biology I Lab,1,C,Summer2021
MAT116,Pre-Calculus,3,B,Summer2021
CSE299,Junior Design Project,1,B+,Summer2021
PHY108,Physics II,3,B+,Summer2021
PHY108L,Physics II Lab,1,B-,Summer2021
EEE111,Analog Electronics I,3,B,Fall2021
EEE111L,Analog Electronics I Lab,1,A,Fall2021
CSE425,Concepts of Programming Languages,3,B-,Fall2021
CHE101,Chemistry I,3,B,Fall2021
CSE331L,Microprocessor Interfacing Lab,1,B-,Spring2022
CSE145,Introduction to Artificial Intelligence,3,A-,Spring2022
HIS101,Bangladesh History,3,A,Spring2022
ECO101,Intro to Microeconomics,3,D+,Summer2022
INB372,International Business,3,B,Summer2022
MIS499,Special Topics in MIS,3,C+,Summer2022
MKT202,Introduction to Marketing,3,A-,Summer2022
MGT368,Entrepreneurship,3,B,Fall2022
MIS207,Management Information Systems,3,C+,Fall2022
PHI401,Ethics / Philosophy,3,B-,Fall2022
ENG105,Advanced Composition,3,D,Fall2022
MIS310,Systems Analysis,3,D+,Fall2022
MIS107,Introduction to Computers,3,A-,Spring2023
MIS330,Database Systems,3,A-,Spring2023
MIS410,Systems Design,3,B+,Spring2023
MGT490,Project Management,3,F,Spring2023
LAW200,Legal Environment of Business,3,C+,Spring2023
ECO104,Intro to Macroeconomics,3,A-,Summer2023
MIS320,IT for Managers,3,B,Summer2023
BUS251,Business Communication,3,D,Summer2023
ACT201,Intro to Financial Accounting,3,C,Fall2023
MIS450,IS Security,3,B,Fall2023
MIS210,Computer Programming,3,B-,Fall2023
MGT490,Project Management,3,C+,Fall2023
MGT212,Principles of Management,3,A,Fall2023
MIS470,IT Project Management,3,B+,Spring2024
ACT202,Intro to Managerial Accounting,3,W,Spring2024
ACT202,Intro to Managerial Accounting,3,B+,Summer2024
