course_code,course_name,credits,grade,semester
INB372,International Business,3,D+,Summer2020
ACT201,Intro to Financial Accounting,3,B-,Summer2020
MKT202,Introduction to Marketing,3,B,Summer2020
ECO101,Intro to Microeconomics,3,C,Summer2020
LAW200,Legal Environment of Business,3,D,Summer2020
MIS207,Management Information Systems,3,C+,Fall2020
BUS251,Business Communication,3,F,Fall2020
ACT202,Intro to Managerial Accounting,3,D,Fall2020
MGT212,Principles of Management,3,D,Spring2021
MIS107,Introduction to Computers,3,D,Spring2021
BUS251,Business Communication,3,F,Spring2021
MGT368,Entrepreneurship,3,C-,Summer2021
BEN205,Bengali Literature,3,B-,Summer2021
PHI401,Ethics / Philosophy,3,C,Summer2021
ENG115,English Literature,3,C+,Summer2021
BUS251,Business Communication,3,C,Fall2021
POL104,Political Science,3,D+,Fall2021
POL101,Intro to Political Science,3,C,Fall2021
SOC101,Intro to Sociology,3,C,Spring2022
ANT101,Anthropology,3,C+,Spring2022
PBH101,Public Health,3,C,Spring2022
PBH101L,Public Health Lab,1,B,Spring2022
ENV107,Environmental Science,3,B,Spring2022
GEO205,Geography,3,C,Spring2022
