course_code,course_name,credits,grade,semester
MKT202,Introduction to Marketing,3,F,Spring2019
ACT201,Intro to Financial Accounting,3,F,Spring2019
ECO101,Intro to Microeconomics,3,B-,Summer2019
ACT201,Intro to Financial Accounting,3,F,Fall2019
BUS251,Business Communication,3,F,Spring2020
ACT201,Intro to Financial Accounting,3,C,Spring2020
ECO104,Intro to Macroeconomics,3,B-,Spring2020
MKT202,Introduction to Marketing,3,B-,Summer2020
ACT202,Intro to Managerial Accounting,3,C+,Fall2020
MIS107,Introduction to Computers,3,C+,Spring2021
LAW200,Legal Environment of Business,3,D,Summer2021
MIS207,Management Information Systems,3,C,Fall2021
MGT212,Principles of Management,3,C,Fall2021
BUS251,Business Communication,3,C,Fall2021
BEN205,Bengali Literature,3,C+,Spring2022
INB372,International Business,3,C+,Spring2022
MGT368,Entrepreneurship,3,C+,Summer2022
PAD201,Public Administration,3,C,Fall2022
POL104,Political Science,3,C,Fall2022
PHI401,Ethics / Philosophy,3,C+,Fall2022
BIO103,Biology I,3,D+,Spring2023
SOC101,Intro to Sociology,3,C,Spring2023
