course_code,course_name,credits,grade,semester
ACT201,Intro to Financial Accounting,3,B,Spring2020
MKT202,Introduction to Marketing,3,A-,Spring2020
MIS107,Introduction to Computers,3,C+,Spring2020
INB372,International Business,3,B-,Summer2020
MIS207,Management Information Systems,3,B+,Summer2020
LAW200,Legal Environment of Business,3,C,Summer2020
ACT202,Intro to Managerial Accounting,3,B,Summer2020
ECO101,Intro to Microeconomics,3,B-,Fall2020
BUS251,Business Communication,3,B-,Fall2020
PHI401,Ethics / Philosophy,3,B,Fall2020
ECO104,Intro to Macroeconomics,3,F,Spring2021
ENG115,English Literature,3,D,Spring2021
MGT212,Principles of Management,3,F,Spring2021
CHN101,Chinese Language,3,W,Spring2021
MGT212,Principles of Management,3,B+,Summer2021
POL101,Intro to Political Science,3,C+,Summer2021
BIO103,Biology I,3,D+,Fall2021
BIO103L,Biology I Lab,1,B,Fall2021
GEO205,Geography,3,F,Fall2021
MGT368,Entrepreneurship,3,B,Fall2021
ECO104,Intro to Macroeconomics,3,B+,Fall2021
GEO205,Geography,3,B-,Spring2022
ANT101,Anthropology,3,B,Spring2022
