course_code,course_name,credits,grade,semester
LAW200,Legal Environment of Business,3,A-,Summer2021
MIS207,Management Information Systems,3,B,Summer2021
ACT201,Intro to Financial Accounting,3,A,Summer2021
MIS107,Introduction to Computers,3,B,Summer2021
BUS251,Business Communication,3,B+,Summer2021
MKT202,Introduction to Marketing,3,B+,Summer2021
MGT368,Entrepreneurship,3,B+,Fall2021
MGT212,Principles of Management,3,B+,Fall2021
ACT202,Intro to Managerial Accounting,3,A,Fall2021
ECO101,Intro to Microeconomics,3,C+,Fall2021
PHI401,Ethics / Philosophy,3,A,Fall2021
BEN205,Bengali Literature,3,A-,Fall2021
POL104,Political Science,3,A,Spring2022
INB372,International Business,3,A-,Spring2022
ECO104,Intro to Macroeconomics,3,A,Spring2022
POL101,Intro to Political Science,3,A-,Spring2022
GEO205,Geography,3,A,Spring2022
PSY101,Intro to Psychology,3,B-,Summer2022
BIO103,Biology I,3,A,Summer2022
BIO103L,Biology I Lab,1,A,Summer2022
HIS101,Bangladesh History,3,A-,Summer2022
PBH101,Public Health,3,B+,Summer2022
PBH101L,Public Health Lab,1,A-,Summer2022
ENV107,Environmental Science,3,B-,Summer2022
ENV107L,Environmental Science Lab,1,A,Summer2022
SCM310,Supply Chain Management,3,B+,Fall2022
HIS102,World Civilization,3,A,Fall2022
SCM320,Procurement and Inventory,3,A-,Fall2022
HIS103,History of South Asia,3,B-,Fall2022
MGT490,Project Management,3,A-,Spring2023
MGT460,Logistics Management,3,B+,Spring2023
MGT470,Quality Management,3,A,Spring2023
MGT390,Warehouse Management,3,B+,Spring2023
SCM450,Supply Chain Analytics,3,A-,Spring2023
MGT360,Global Supply Chain,3,B,Spring2023
