course_code,course_name,credits,grade,semester
BUS251,Business Communication,3,D,Fall2020
ACT201,Intro to Financial Accounting,3,C-,Fall2020
ENG103,Intermediate Composition,3,C,Fall2020
MKT202,Introduction to Marketing,3,D+,Fall2020
ACT202,Intro to Managerial Accounting,3,C+,Spring2021
MIS107,Introduction to Computers,3,C,Spring2021
LAW200,Legal Environment of Business,3,C+,Spring2021
MIS207,Management Information Systems,3,D,Spring2021
PHI401,Ethics / Philosophy,3,C+,Summer2021
ECO101,Intro to Microeconomics,3,B-,Summer2021
MGT368,Entrepreneurship,3,B-,Summer2021
INB372,International Business,3,C,Summer2021
ENG105,Advanced Composition,3,C+,Summer2021
ENG115,English Literature,3,F,Fall2021
ECO104,Intro to Macroeconomics,3,C-,Fall2021
CHN101,Chinese Language,3,D+,Fall2021
POL101,Intro to Political Science,3,C+,Spring2022
PAD201,Public Administration,3,C-,Spring2022
ANT101,Anthropology,3,D,Spring2022
POL104,Political Science,3,B-,Spring2022
SOC101,Intro to Sociology,3,D,Spring2022
