course_code,course_name,credits,grade,semester
BUS251,Business Communication,3,A-,Spring2023
INB372,International Business,3,B+,Spring2023
MIS107,Introduction to Computers,3,A,Spring2023
ACT201,Intro to Financial Accounting,3,A-,Spring2023
ENG103,Intermediate Composition,3,B-,Spring2023
MKT202,Introduction to Marketing,3,A-,Spring2023
LAW200,Legal Environment of Business,3,A,Summer2023
ACT202,Intro to Managerial Accounting,3,B,Summer2023
ENG105,Advanced Composition,3,B-,Summer2023
MGT368,Entrepreneurship,3,B-,Summer2023
ECO101,Intro to Microeconomics,3,A,Summer2023
MIS207,Management Information Systems,3,A,Summer2023
ECO104,Intro to Macroeconomics,3,B+,Fall2023
CHN101,Chinese Language,3,B,Fall2023
PHI401,Ethics / Philosophy,3,B,Fall2023
MGT212,Principles of Management,3,A-,Fall2023
BEN205,Bengali Literature,3,B-,Fall2023
ENG115,English Literature,3,B,Fall2023
ANT101,Anthropology,3,B+,Spring2024
POL104,Political Science,3,A,Spring2024
PAD201,Public Administration,3,A-,Spring2024
SOC101,Intro to Sociology,3,A,Spring2024
POL101,Intro to Political Science,3,B-,Spring2024
CHE101,Chemistry I,3,B-,Summer2024
CHE101L,Chemistry I Lab,1,A-,Summer2024
PSY101,Intro to Psychology,3,B-,Summer2024
PSY101L,Psychology Lab,1,A-,Summer2024
PHY107,Physics I,3,A,Summer2024
PHY107L,Physics I Lab,1,A-,Summer2024
HIS102,World Civilization,3,B,Summer2024
PBH101,Public Health,3,A-,Summer2024
PBH101L,Public Health Lab,1,A-,Summer2024
BIO103,Biology I,3,A-,Summer2024
