course_code,course_name,credits,grade,semester
MIS107,Introduction to Computers,3,B+,Summer2020
ENG103,Intermediate Composition,3,A-,Summer2020
ACT201,Intro to Financial Accounting,3,B+,Summer2020
ACT202,Intro to Managerial Accounting,3,A-,Fall2020
MKT202,Introduction to Marketing,3,A-,Fall2020
LAW200,Legal Environment of Business,3,B-,Spring2021
BUS251,Business Communication,3,C,Spring2021
INB372,International Business,3,W,Summer2021
MIS207,Management Information Systems,3,A-,Summer2021
ENG105,Advanced Composition,3,F,Fall2021
PHI401,Ethics / Philosophy,3,C+,Fall2021
INB372,International Business,3,C+,Fall2021
MGT212,Principles of Management,3,B,Fall2021
ENG105,Advanced Composition,3,D+,Spring2022
MGT368,Entrepreneurship,3,B-,Spring2022
BEN205,Bengali Literature,3,B+,Summer2022
ENG115,English Literature,3,C-,Summer2022
POL101,Intro to Political Science,3,C+,Summer2022
SOC101,Intro to Sociology,3,B-,Fall2022
ANT101,Anthropology,3,B-,Fall2022
ECO101,Intro to Microeconomics,3,A,Fall2022
PHY107,Physics I,3,B-,Spring2023
PHY107L,Physics I Lab,1,B-,Spring2023
PSY101,Intro to Psychology,3,B+,Spring2023
PSY101L,Psychology Lab,1,B+,Spring2023
PBH101,Public Health,3,D+,Spring2023
BIO103,Biology I,3,B,Spring2023
