course_code,course_name,credits,grade,semester
ACT201,Intro to Financial Accounting,3,F,Spring2021
MKT202,Introduction to Marketing,3,B,Spring2021
MIS107,Introduction to Computers,3,C+,Spring2021
ECO101,Intro to Microeconomics,3,C-,Summer2021
ENG103,Intermediate Composition,3,C-,Summer2021
LAW200,Legal Environment of Business,3,C+,Summer2021
ACT201,Intro to Financial Accounting,3,C-,Summer2021
BUS251,Business Communication,3,F,Fall2021
ACT202,Intro to Managerial Accounting,3,D,Fall2021
MIS207,Management Information Systems,3,B-,Spring2022
ECO104,Intro to Macroeconomics,3,C,Spring2022
MGT212,Principles of Management,3,C+,Spring2022
INB372,International Business,3,D+,Summer2022
BUS251,Business Communication,3,D,Summer2022
BEN205,Bengali Literature,3,D,Summer2022
MGT368,Entrepreneurship,3,D+,Summer2022
POL101,Intro to Political Science,3,D,Fall2022
POL104,Political Science,3,C-,Fall2022
ENG105,Advanced Composition,3,C,Spring2023
SOC101,Intro to Sociology,3,C,Spring2023
